from,to,t_from,t_to,l,k,flow
m4_q_l1,m4_q_l1,9,10,l1,k1,45.77881
m1_q_l2,m1_q_l2,10,11,l1,k1,43.150145
m3_q_l1,m3_q_l1,7,8,l1,k4,38.263141
m3_q_l1,m3_q_l1,8,9,l1,k1,33.089496
m3_q_l2,m3_q_l2,5,6,l1,k3,31.157663
m2_q_l1,m2_q_l1,10,11,l1,k3,30.564303
m4_q_l1,m4_q_l1,7,8,l1,k3,28.94746
m2_q_l1,m2_q_l1,11,12,l1,k1,24.943976
m10_q_l1,m10_q_l1,11,12,l1,k2,24.454121
m10_q_l1,m10_q_l1,6,7,l1,k3,22.841134
m4_q_l1,m4_q_l1,8,9,l1,k5,21.787952
m4_q_l1,m4_q_l1,8,9,l1,k1,20.237629
m3_q_l1,m3_q_l1,6,7,l1,k5,18.488265
m4_q_l1,m4_q_l1,11,12,l1,k2,18.105791
m1_q_l1,m1_q_l1,9,10,l1,k2,16.75436
m3_q_l1,m3_q_l1,11,12,l1,k5,16.586885
m1_q_l1,m1_q_l1,2,3,l1,k3,15.965393
m1_q_l1,m1_q_l1,10,11,l1,k3,15.893841
m4_q_l1,m4_q_l1,2,3,l1,k1,15.673862
m3_q_l1,m3_q_l1,7,8,l1,k1,15.513015
m3_q_l1,m3_q_l1,9,10,l1,k5,14.981948
m2_q_l1,m2_q_l1,1,2,l1,k4,13.794447
m2_q_l1,m2_q_l1,11,12,l1,k4,13.161852
m4_q_l1,m4_q_l1,6,7,l1,k3,11.694352
m10_q_l1,m10_q_l1,10,11,l1,k3,11.527686
m1_q_l1,m1_q_l1,6,7,l1,k4,10.318745
m10_q_l1,m10_q_l1,7,8,l1,k2,9.4343979
m4_q_l1,m4_q_l1,3,4,l1,k3,8.563417
m2_q_l1,m2_q_l1,6,7,l1,k4,7.961322
m10_q_l1,m10_q_l1,9,10,l1,k5,7.9104321
m3_q_l1,m3_q_l1,3,4,l1,k4,7.4045913
m2_q_l1,m2_q_l1,1,2,l1,k5,6.4118023
m3_q_l1,m3_q_l1,10,11,l1,k2,5.1473185
m3_q_l2,m3_q_l2,6,7,l1,k3,5.0401384
m5_q_l2,m5_q_l2,8,9,l1,k5,4.1288578
m2_q_l1,m2_q_l1,8,9,l1,k4,3.979016
m5_q_l2,m5_q_l2,9,10,l1,k5,2.967818
m1_q_l1,m1_q_l1,11,12,l1,k5,2.7130723
m10_q_l1,m10_q_l1,10,11,l1,k2,2.2781138
m10_q_l1,m10_q_l1,9,10,l1,k1,2.1259737
