from,to,t,l,k,flow
m4_in,m4_q_l2,6,l1,k4,111.86647
m5_in,m5_q_l2,7,l1,k5,111.36969
m4_in,m4_q_l2,2,l1,k4,109.38155
m4_in,m4_q_l2,4,l1,k4,108.61057
m1_in,m1_q_l2,9,l1,k1,108.47548
m5_in,m5_q_l2,2,l1,k5,106.96793
m1_in,m1_q_l2,1,l1,k1,106.85849
m5_in,m5_q_l2,3,l1,k5,106.56278
m2_in,m2_q_l2,4,l1,k2,106.34437
m2_in,m2_q_l2,2,l1,k2,106.26852
m5_in,m5_q_l2,10,l1,k5,105.19482
m1_in,m1_q_l2,6,l1,k1,103.86139
m2_in,m2_q_l2,10,l1,k2,102.78561
m2_in,m2_q_l2,1,l1,k2,102.6106
m1_in,m1_q_l2,4,l1,k1,100.70149
m1_in,m1_q_l2,8,l1,k1,100.57964
m5_in,m5_q_l2,8,l1,k5,100.21084
m4_in,m4_q_l2,5,l1,k4,100.06229
m1_q_l2,ss,1,l1,k1,100.0
m2_q_l2,ss,1,l1,k2,100.0
m1_q_l2,ss,2,l1,k1,100.0
m2_q_l2,ss,2,l1,k2,100.0
m4_q_l2,ss,2,l1,k4,100.0
m5_q_l2,ss,2,l1,k5,100.0
m2_q_l2,ss,3,l1,k2,100.0
m5_q_l2,ss,3,l1,k5,100.0
m1_q_l2,ss,4,l1,k1,100.0
m2_q_l2,ss,4,l1,k2,100.0
m4_q_l2,ss,4,l1,k4,100.0
m5_q_l2,ss,4,l1,k5,100.0
m2_q_l2,ss,5,l1,k2,100.0
m4_q_l2,ss,5,l1,k4,100.0
m1_q_l2,ss,6,l1,k1,100.0
m2_q_l2,ss,6,l1,k2,100.0
m3_in,m3_q_l2,6,l1,k3,100.0
m3_q_l2,ss,6,l1,k3,100.0
m4_q_l2,ss,6,l1,k4,100.0
m3_in,m3_q_l2,7,l1,k3,100.0
m3_q_l2,ss,7,l1,k3,100.0
m4_q_l2,ss,7,l1,k4,100.0
m5_q_l2,ss,7,l1,k5,100.0
m1_q_l2,ss,8,l1,k1,100.0
m3_in,m3_q_l2,8,l1,k3,100.0
m3_q_l2,ss,8,l1,k3,100.0
m4_q_l2,ss,8,l1,k4,100.0
m5_q_l2,ss,8,l1,k5,100.0
m1_q_l2,ss,9,l1,k1,100.0
m2_in,m2_q_l2,9,l1,k2,100.0
m2_q_l2,ss,9,l1,k2,100.0
m3_in,m3_q_l2,9,l1,k3,100.0
m3_q_l2,ss,9,l1,k3,100.0
m4_q_l2,ss,9,l1,k4,100.0
m5_q_l2,ss,9,l1,k5,100.0
m1_q_l2,ss,10,l1,k1,100.0
m2_q_l2,ss,10,l1,k2,100.0
m3_in,m3_q_l2,10,l1,k3,100.0
m3_q_l2,ss,10,l1,k3,100.0
m5_q_l2,ss,10,l1,k5,100.0
m2_q_l2,ss,11,l1,k2,100.0
m3_in,m3_q_l2,11,l1,k3,100.0
m3_q_l2,ss,11,l1,k3,100.0
m5_q_l2,ss,11,l1,k5,100.0
m2_in,m2_q_l2,8,l1,k2,99.785488
m2_q_l2,ss,8,l1,k2,99.785488
m4_q_l2,ss,10,l1,k4,99.090245
m4_in,m4_q_l2,10,l1,k4,99.088592
m2_in,m2_q_l2,3,l1,k2,99.087315
m4_q_l2,ss,3,l1,k4,98.580856
m5_in,m5_q_l2,4,l1,k5,98.207853
m5_in,m5_q_l2,9,l1,k5,97.85109
m3_in,m3_q_l2,4,l1,k3,97.53629
m3_q_l2,ss,4,l1,k3,97.53629
m4_in,m4_q_l2,11,l1,k4,97.410817
m4_q_l2,ss,11,l1,k4,97.410817
m2_in,m2_q_l2,11,l1,k2,97.214389
m1_in,m1_q_l2,2,l1,k1,96.894291
m2_in,m2_q_l2,6,l1,k2,96.454201
m3_in,m3_q_l2,1,l1,k3,94.625905
m3_q_l2,ss,1,l1,k3,94.625905
m4_in,m4_q_l2,8,l1,k4,94.195455
m1_in,m1_q_l2,10,l1,k1,93.621829
m4_in,m4_q_l2,7,l1,k4,93.195262
m2_in,m2_q_l2,5,l1,k2,92.58784
m5_in,m5_q_l2,1,l1,k5,92.464311
m5_q_l2,ss,1,l1,k5,92.464311
m4_in,m4_q_l2,9,l1,k4,92.071611
m2_q_l2,ss,7,l1,k2,91.929512
m5_q_l2,ss,5,l1,k5,90.132737
m4_in,m4_q_l2,3,l1,k4,89.199308
m2_in,m2_q_l2,7,l1,k2,88.576672
m3_in,m3_q_l2,2,l1,k3,88.359192
m3_q_l2,ss,2,l1,k3,88.359192
m3_in,m3_q_l2,5,l1,k3,88.086916
m3_q_l2,ss,5,l1,k3,88.086916
m1_q_l2,ss,3,l1,k1,86.993507
m3_in,m3_q_l2,3,l1,k3,86.412025
m3_q_l2,ss,3,l1,k3,86.412025
m4_in,m4_q_l2,1,l1,k4,85.474617
m4_q_l2,ss,1,l1,k4,85.474617
m5_in,m5_q_l2,11,l1,k5,85.37356
m5_in,m5_q_l2,6,l1,k5,84.070317
m5_q_l2,ss,6,l1,k5,84.070317
m1_q_l2,ss,5,l1,k1,83.272305
m1_in,m1_q_l2,3,l1,k1,83.240723
m1_in,m1_q_l2,5,l1,k1,82.570815
m1_q_l2,ss,7,l1,k1,80.674818
m1_q_l2,ss,11,l1,k1,80.217121
m5_in,m5_q_l2,5,l1,k5,78.394175
m1_in,m1_q_l2,11,l1,k1,77.540169
m1_in,m1_q_l2,7,l1,k1,76.813426
m2_in,m2_q_l2,8,l2,k5,29.564099
m2_q_l2,ss,8,l2,k5,29.564099
m8_in,m8_q_l2,4,l2,k4,28.277791
m8_q_l2,ss,4,l2,k4,28.277791
m3_in,m3_q_l2,1,l2,k5,27.801171
m3_q_l2,ss,1,l2,k5,27.801171
m6_in,m6_q_l2,7,l2,k2,27.635808
m6_q_l2,ss,7,l2,k2,27.635808
m5_in,m5_q_l2,10,l2,k2,27.345377
m5_q_l2,ss,10,l2,k2,27.345377
m1_in,m1_q_l2,6,l2,k2,27.048723
m1_q_l2,ss,6,l2,k2,27.048723
m8_in,m8_q_l2,8,l2,k2,25.663068
m8_q_l2,ss,8,l2,k2,25.663068
m2_in,m2_q_l2,2,l2,k4,25.522364
m2_q_l2,ss,2,l2,k4,25.522364
m8_in,m8_q_l2,1,l2,k2,25.498764
m8_q_l2,ss,1,l2,k2,25.498764
m3_in,m3_q_l2,6,l2,k1,25.142348
m3_q_l2,ss,6,l2,k1,25.142348
m6_in,m6_q_l2,2,l2,k1,24.539101
m6_q_l2,ss,2,l2,k1,24.539101
m3_in,m3_q_l2,10,l2,k4,24.337488
m3_q_l2,ss,10,l2,k4,24.337488
m5_in,m5_q_l2,1,l2,k1,24.020253
m5_q_l2,ss,1,l2,k1,24.020253
m1_in,m1_q_l2,7,l2,k3,23.26485
m1_q_l2,ss,7,l2,k3,23.26485
m7_in,m7_q_l2,9,l2,k4,23.025536
m7_q_l2,ss,9,l2,k4,23.025536
m1_in,m1_q_l2,4,l2,k3,23.024065
m1_q_l2,ss,4,l2,k3,23.024065
m6_in,m6_q_l2,3,l2,k2,22.800021
m6_q_l2,ss,3,l2,k2,22.800021
m9_in,m9_q_l2,1,l2,k4,22.743895
m9_q_l2,ss,1,l2,k4,22.743895
m5_in,m5_q_l2,6,l2,k3,22.634692
m5_q_l2,ss,6,l2,k3,22.634692
m4_in,m4_q_l2,7,l2,k5,22.025477
m4_q_l2,ss,7,l2,k5,22.025477
m4_in,m4_q_l2,8,l2,k3,21.991465
m4_q_l2,ss,8,l2,k3,21.991465
m10_in,m10_q_l2,6,l2,k4,21.960136
m10_q_l2,ss,6,l2,k4,21.960136
m2_in,m2_q_l2,5,l2,k4,21.737273
m2_q_l2,ss,5,l2,k4,21.737273
m4_in,m4_q_l2,9,l2,k3,20.887571
m4_q_l2,ss,9,l2,k3,20.887571
m10_in,m10_q_l2,1,l2,k3,20.705083
m10_q_l2,ss,1,l2,k3,20.705083
m1_in,m1_q_l2,10,l2,k3,20.444902
m1_q_l2,ss,10,l2,k3,20.444902
m4_in,m4_q_l2,10,l2,k5,20.358229
m4_q_l2,ss,10,l2,k5,20.358229
m10_in,m10_q_l2,7,l2,k4,19.936964
m10_q_l2,ss,7,l2,k4,19.936964
m4_in,m4_q_l2,3,l2,k3,19.819357
m4_q_l2,ss,3,l2,k3,19.819357
m9_in,m9_q_l2,11,l2,k1,19.615675
m9_q_l2,ss,11,l2,k1,19.615675
m2_in,m2_q_l2,8,l2,k4,19.532771
m2_q_l2,ss,8,l2,k4,19.532771
m7_in,m7_q_l2,4,l2,k5,19.318912
m7_q_l2,ss,4,l2,k5,19.318912
m3_in,m3_q_l2,9,l2,k5,19.277015
m3_q_l2,ss,9,l2,k5,19.277015
m9_in,m9_q_l2,11,l2,k3,19.221224
m9_q_l2,ss,11,l2,k3,19.221224
m1_in,m1_q_l2,9,l2,k2,18.550091
m1_q_l2,ss,9,l2,k2,18.550091
m5_in,m5_q_l2,11,l2,k2,18.431511
m5_q_l2,ss,11,l2,k2,18.431511
m9_in,m9_q_l2,2,l2,k2,18.177765
m9_q_l2,ss,2,l2,k2,18.177765
m7_in,m7_q_l2,6,l2,k5,17.864069
m7_q_l2,ss,6,l2,k5,17.864069
m9_in,m9_q_l2,5,l2,k1,17.355522
m9_q_l2,ss,5,l2,k1,17.355522
m2_in,m2_q_l2,3,l2,k4,17.274578
m2_q_l2,ss,3,l2,k4,17.274578
m7_in,m7_q_l2,2,l2,k5,17.197585
m7_q_l2,ss,2,l2,k5,17.197585
m9_in,m9_q_l2,5,l2,k3,16.933691
m9_q_l2,ss,5,l2,k3,16.933691
m3_in,m3_q_l2,7,l2,k1,16.723939
m3_q_l2,ss,7,l2,k1,16.723939
m8_in,m8_q_l2,9,l2,k1,16.179019
m8_q_l2,ss,9,l2,k1,16.179019
m3_in,m3_q_l2,11,l2,k5,16.128764
m3_q_l2,ss,11,l2,k5,16.128764
m9_in,m9_q_l2,11,l2,k4,16.086124
m9_q_l2,ss,11,l2,k4,16.086124
m9_in,m9_q_l2,3,l2,k5,16.033693
m9_q_l2,ss,3,l2,k5,16.033693
source,m2_in,9,l1,k1,14.99504
m2_in,m1_in,9,l1,k1,14.99504
source,m2_in,8,l2,k5,14.990496
source,m1_in,10,l2,k2,14.974863
m1_in,m1_q_l2,10,l2,k2,14.974863
m1_q_l2,ss,10,l2,k2,14.974863
source,m9_in,12,l1,k4,14.969228
