from,to,t,l,k,flow
m5_in,m5_q_l2,8,l1,k5,99.676952
m5_q_l2,ss,8,l1,k5,99.676952
m3_in,m3_q_l2,4,l1,k3,99.597795
m3_q_l2,ss,4,l1,k3,99.597795
m5_in,m5_q_l2,11,l1,k5,92.604108
m5_q_l2,ss,11,l1,k5,92.604108
m4_in,m4_q_l2,10,l1,k4,91.508607
m4_q_l2,ss,10,l1,k4,91.508607
m5_in,m5_q_l2,1,l1,k5,90.50389
m5_q_l2,ss,1,l1,k5,90.50389
m5_in,m5_q_l2,3,l1,k5,89.699117
m5_q_l2,ss,3,l1,k5,89.699117
m3_in,m3_q_l2,7,l1,k3,89.560187
m3_q_l2,ss,7,l1,k3,89.560187
m5_in,m5_q_l2,10,l1,k5,88.961591
m5_q_l2,ss,10,l1,k5,88.961591
m3_in,m3_q_l2,3,l1,k3,86.603549
m3_q_l2,ss,3,l1,k3,86.603549
m5_in,m5_q_l2,2,l1,k5,86.454279
m5_q_l2,ss,2,l1,k5,86.454279
m5_in,m5_q_l2,5,l1,k5,86.431641
m5_q_l2,ss,5,l1,k5,86.431641
m2_in,m2_q_l2,10,l1,k2,86.285349
m2_q_l2,ss,10,l1,k2,86.285349
m1_in,m1_q_l2,10,l1,k1,85.428279
m1_q_l2,ss,10,l1,k1,85.428279
m1_in,m1_q_l2,1,l1,k1,84.505776
m1_q_l2,ss,1,l1,k1,84.505776
m3_in,m3_q_l2,5,l1,k3,83.559836
m3_q_l2,ss,5,l1,k3,83.559836
m1_in,m1_q_l2,5,l1,k1,83.195907
m1_q_l2,ss,5,l1,k1,83.195907
m1_in,m1_q_l2,8,l1,k1,82.998
m1_q_l2,ss,8,l1,k1,82.998
m4_in,m4_q_l2,11,l1,k4,81.247247
m4_q_l2,ss,11,l1,k4,81.247247
m3_in,m3_q_l2,1,l1,k3,80.62343
m3_q_l2,ss,1,l1,k3,80.62343
m1_in,m1_q_l2,11,l1,k1,80.41524
m1_q_l2,ss,11,l1,k1,80.41524
