from,to,t_from,t_to,l,k,flow
m10_q_l1,m10_q_l1,11,12,l1,k2,76.866586
m2_q_l2,m2_q_l2,10,11,l1,k2,63.738407
m2_q_l1,m2_q_l1,8,9,l1,k5,58.756279
m2_q_l1,m2_q_l1,7,8,l1,k4,46.087149
m1_q_l1,m1_q_l1,2,3,l1,k3,45.051312
m2_q_l1,m2_q_l1,7,8,l1,k5,43.063555
m1_q_l1,m1_q_l1,11,12,l1,k5,39.488271
m2_q_l1,m2_q_l1,6,7,l1,k4,38.131475
m2_q_l1,m2_q_l1,10,11,l1,k4,36.820773
m10_q_l1,m10_q_l1,10,11,l1,k3,36.204716
m10_q_l1,m10_q_l1,6,7,l1,k5,35.5571
m10_q_l1,m10_q_l1,8,9,l1,k1,35.430672
m2_q_l1,m2_q_l1,9,10,l1,k5,34.150611
m3_q_l2,m3_q_l2,8,9,l1,k3,33.299232
m10_q_l1,m10_q_l1,11,12,l1,k1,29.78763
m4_q_l2,m4_q_l2,1,2,l1,k4,28.525092
m1_q_l1,m1_q_l1,9,10,l1,k4,27.853321
m2_q_l1,m2_q_l1,11,12,l1,k1,27.793837
m2_q_l1,m2_q_l1,8,9,l1,k3,26.572805
m10_q_l1,m10_q_l1,7,8,l1,k3,26.222262
m2_q_l1,m2_q_l1,6,7,l1,k5,24.283739
m1_q_l1,m1_q_l1,10,11,l1,k5,23.811157
m10_q_l1,m10_q_l1,11,12,l1,k4,23.467625
m2_q_l1,m2_q_l1,5,6,l1,k5,22.713642
m10_q_l1,m10_q_l1,5,6,l1,k5,21.533726
m10_q_l1,m10_q_l1,6,7,l1,k3,21.454845
m1_q_l1,m1_q_l1,8,9,l1,k4,21.258575
m3_q_l2,m3_q_l2,9,10,l1,k3,20.472165
m2_q_l1,m2_q_l1,10,11,l1,k1,20.420253
m2_q_l2,m2_q_l2,9,10,l1,k2,20.272606
m1_q_l1,m1_q_l1,7,8,l1,k2,19.693577
m2_q_l1,m2_q_l1,9,10,l1,k4,19.215208
m3_q_l2,m3_q_l2,7,8,l1,k3,19.094073
m1_q_l1,m1_q_l1,10,11,l1,k2,18.87458
m4_q_l2,m4_q_l2,3,4,l1,k4,18.256098
m1_q_l1,m1_q_l1,6,7,l1,k4,17.446705
m10_q_l1,m10_q_l1,5,6,l1,k2,17.242647
m5_q_l2,m5_q_l2,9,10,l1,k5,17.116371
m2_q_l1,m2_q_l1,2,3,l1,k4,16.89437
m2_q_l1,m2_q_l1,9,10,l1,k1,16.431149
m10_q_l1,m10_q_l1,10,11,l1,k2,16.124766
m4_q_l2,m4_q_l2,9,10,l1,k4,15.195028
m1_q_l1,m1_q_l1,4,5,l1,k3,14.946011
m10_q_l1,m10_q_l1,10,11,l1,k4,14.749627
m2_q_l2,m2_q_l2,3,4,l1,k2,14.63967
m10_q_l1,m10_q_l1,9,10,l1,k1,14.555848
m1_q_l1,m1_q_l1,7,8,l1,k1,13.996041
m2_q_l1,m2_q_l1,11,12,l1,k5,13.112273
m1_q_l1,m1_q_l1,3,4,l1,k5,12.822469
m2_q_l1,m2_q_l1,5,6,l1,k4,11.717271
m2_q_l1,m2_q_l1,7,8,l1,k3,10.71643
m1_q_l1,m1_q_l1,11,12,l1,k4,10.261051
m1_q_l1,m1_q_l1,9,10,l1,k5,9.7227525
m3_q_l2,m3_q_l2,6,7,l1,k3,8.5741995
m2_q_l1,m2_q_l1,11,12,l1,k2,8.5060594
m2_q_l1,m2_q_l1,1,2,l1,k1,6.520268
m1_q_l1,m1_q_l1,4,5,l1,k4,5.6909904
m1_q_l2,m1_q_l2,3,4,l1,k1,5.5724412
m2_q_l2,m2_q_l2,5,6,l1,k2,4.3320022
m1_q_l1,m1_q_l1,6,7,l1,k1,2.339616
m4_q_l2,m4_q_l2,4,5,l1,k4,2.28886
m2_q_l1,m2_q_l1,4,5,l1,k3,1.9423135
m1_q_l2,m1_q_l2,9,10,l1,k1,1.7031328
m10_q_l1,m10_q_l1,8,9,l1,k2,1.6421095
m3_q_l2,m3_q_l2,4,5,l1,k3,1.1275618
m3_q_l2,m3_q_l2,1,2,l1,k3,0.97353065
m1_q_l2,m1_q_l2,1,2,l1,k1,0.92277492
m2_q_l2,m2_q_l2,2,3,l1,k2,0.23999222
