from,to,t_from,t_to,l,k,flow
m4_q_l2,m4_q_l2,10,11,l1,k4,218.3869
m3_q_l2,m3_q_l2,8,9,l1,k3,207.81701
m4_q_l2,m4_q_l2,9,10,l1,k4,200.9863
m1_q_l2,m1_q_l2,11,12,l1,k1,200.0
m3_q_l2,m3_q_l2,11,12,l1,k3,200.0
m4_q_l2,m4_q_l2,11,12,l1,k4,200.0
m3_q_l2,m3_q_l2,10,11,l1,k3,184.28537
m3_q_l2,m3_q_l2,9,10,l1,k3,182.79856
m3_q_l2,m3_q_l2,7,8,l1,k3,167.18774
m4_q_l2,m4_q_l2,8,9,l1,k4,164.86395
m5_q_l2,m5_q_l2,11,12,l1,k5,159.4625
m4_q_l2,m4_q_l2,7,8,l1,k4,158.9559
m1_q_l2,m1_q_l2,10,11,l1,k1,146.9653
m5_q_l2,m5_q_l2,10,11,l1,k5,141.85105
m3_q_l2,m3_q_l2,6,7,l1,k3,131.71068
m5_q_l2,m5_q_l2,9,10,l1,k5,131.20939
m10_q_l1,m10_q_l1,7,8,l1,k2,130.07707
m5_q_l2,m5_q_l2,8,9,l1,k5,124.4587
m10_q_l1,m10_q_l1,8,9,l1,k2,119.45321
m3_q_l2,m3_q_l2,5,6,l1,k3,118.39195
m4_q_l2,m4_q_l2,6,7,l1,k4,117.9743
m10_q_l1,m10_q_l1,11,12,l1,k2,116.40976
m1_q_l2,m1_q_l2,9,10,l1,k1,115.31672
m10_q_l1,m10_q_l1,6,7,l1,k2,110.94995
m5_q_l2,m5_q_l2,7,8,l1,k5,103.70399
m10_q_l1,m10_q_l1,5,6,l1,k2,94.684184
m1_q_l1,m1_q_l1,11,12,l1,k5,92.321836
m10_q_l1,m10_q_l1,10,11,l1,k2,77.169612
m10_q_l1,m10_q_l1,6,7,l1,k5,72.612599
m1_q_l1,m1_q_l1,10,11,l1,k5,72.271847
m3_q_l2,m3_q_l2,4,5,l1,k3,71.86515
m5_q_l2,m5_q_l2,6,7,l1,k5,67.181555
m4_q_l2,m4_q_l2,4,5,l1,k4,66.029191
m10_q_l1,m10_q_l1,2,3,l1,k4,65.418769
m1_q_l1,m1_q_l1,7,8,l1,k1,65.107478
m1_q_l2,m1_q_l2,8,9,l1,k1,64.337319
m10_q_l1,m10_q_l1,9,10,l1,k2,61.326037
m4_q_l2,m4_q_l2,5,6,l1,k4,59.968017
m1_q_l1,m1_q_l1,3,4,l1,k1,58.426796
m10_q_l1,m10_q_l1,5,6,l1,k5,58.345069
m1_q_l1,m1_q_l1,11,12,l1,k4,53.706307
m1_q_l1,m1_q_l1,6,7,l1,k1,52.183102
m1_q_l1,m1_q_l1,10,11,l1,k2,51.156145
m1_q_l1,m1_q_l1,9,10,l1,k4,50.579649
m10_q_l1,m10_q_l1,1,2,l1,k4,50.262931
m10_q_l1,m10_q_l1,3,4,l1,k1,44.998435
m4_q_l2,m4_q_l2,3,4,l1,k4,44.888506
m10_q_l1,m10_q_l1,4,5,l1,k2,44.126983
m10_q_l1,m10_q_l1,11,12,l1,k4,43.590241
m1_q_l1,m1_q_l1,3,4,l1,k3,43.285537
m1_q_l1,m1_q_l1,4,5,l1,k3,43.285537
m10_q_l1,m10_q_l1,7,8,l1,k5,42.311247
m1_q_l1,m1_q_l1,9,10,l1,k5,41.668867
m10_q_l1,m10_q_l1,10,11,l1,k1,40.474557
m1_q_l2,m1_q_l2,5,6,l1,k1,39.051098
m1_q_l2,m1_q_l2,2,3,l1,k1,38.01598
m1_q_l1,m1_q_l1,8,9,l1,k4,37.13446
m1_q_l1,m1_q_l1,2,3,l1,k2,35.684454
m1_q_l1,m1_q_l1,5,6,l1,k4,33.387442
m1_q_l1,m1_q_l1,6,7,l1,k4,33.387442
m1_q_l1,m1_q_l1,10,11,l1,k4,30.951287
m3_q_l2,m3_q_l2,3,4,l1,k3,30.804699
m1_q_l2,m1_q_l2,7,8,l1,k1,30.204081
m1_q_l1,m1_q_l1,4,5,l1,k5,29.415299
m10_q_l1,m10_q_l1,9,10,l1,k3,29.080436
m1_q_l2,m1_q_l2,4,5,l1,k1,28.430965
m1_q_l1,m1_q_l1,2,3,l1,k3,28.082953
m1_q_l1,m1_q_l1,5,6,l1,k2,28.00109
m10_q_l1,m10_q_l1,5,6,l1,k4,26.354215
m10_q_l1,m10_q_l1,9,10,l1,k1,23.197771
m10_q_l1,m10_q_l1,8,9,l1,k5,22.868854
m10_q_l1,m10_q_l1,9,10,l1,k5,22.868854
m10_q_l1,m10_q_l1,4,5,l1,k1,21.502361
m5_q_l2,m5_q_l2,3,4,l1,k5,20.275981
m10_q_l1,m10_q_l1,6,7,l1,k3,19.841134
m2_q_l2,m2_q_l2,10,11,l1,k2,19.733924
m1_q_l1,m1_q_l1,8,9,l1,k2,19.61411
m10_q_l1,m10_q_l1,3,4,l1,k5,18.324548
m4_q_l2,m4_q_l2,2,3,l1,k4,17.937093
m5_q_l2,m5_q_l2,1,2,l1,k5,17.322288
m1_q_l1,m1_q_l1,1,2,l1,k3,16.943066
m10_q_l1,m10_q_l1,8,9,l1,k1,15.695988
m1_q_l1,m1_q_l1,9,10,l1,k3,15.598778
m1_q_l1,m1_q_l1,9,10,l1,k2,15.384783
m5_q_l2,m5_q_l2,4,5,l1,k5,15.150711
m10_q_l1,m10_q_l1,10,11,l1,k4,14.812221
m10_q_l1,m10_q_l1,2,3,l1,k1,14.785196
m10_q_l1,m10_q_l1,4,5,l1,k4,14.78323
m10_q_l1,m10_q_l1,7,8,l1,k1,14.107309
m1_q_l1,m1_q_l1,11,12,l1,k3,13.971856
m10_q_l1,m10_q_l1,1,2,l1,k2,13.952227
m1_q_l1,m1_q_l1,3,4,l1,k5,13.366852
m1_q_l1,m1_q_l1,4,5,l1,k2,12.486985
m1_q_l2,m1_q_l2,1,2,l1,k1,11.725738
m2_q_l2,m2_q_l2,8,9,l1,k2,9.3353898
m5_q_l2,m5_q_l2,5,6,l1,k5,9.2061264
m3_q_l2,m3_q_l2,2,3,l1,k3,9.1400112
m10_q_l1,m10_q_l1,3,4,l1,k2,8.8860337
m1_q_l1,m1_q_l1,8,9,l1,k5,7.1407647
m1_q_l1,m1_q_l1,5,6,l1,k3,3.2652698
m2_q_l2,m2_q_l2,3,4,l1,k2,2.7106194
m10_q_l1,m10_q_l1,2,3,l1,k2,2.5747999
m2_q_l2,m2_q_l2,4,5,l1,k2,1.2621199
m1_q_l1,m1_q_l1,4,5,l1,k4,1.1582704
