from,to,t_from,t_to,l,k,flow
m10_q_l1,m10_q_l1,8,9,l1,k1,21.831537
m4_q_l2,m4_q_l2,3,4,l1,k4,21.792259
m2_q_l2,m2_q_l2,10,11,l1,k2,21.179492
m10_q_l1,m10_q_l1,6,7,l1,k3,18.567451
m5_q_l2,m5_q_l2,9,10,l1,k5,16.542951
m2_q_l1,m2_q_l1,7,8,l1,k5,8.1861365
m3_q_l2,m3_q_l2,8,9,l1,k3,3.901665
m2_q_l1,m2_q_l1,9,10,l1,k1,3.3418254
m1_q_l1,m1_q_l1,11,12,l1,k5,2.6918974
m10_q_l1,m10_q_l1,9,10,l1,k1,2.2774196
m1_q_l2,m1_q_l2,3,4,l1,k1,1.6582137
m10_q_l1,m10_q_l1,6,7,l1,k5,0.72993541
m2_q_l1,m2_q_l1,8,9,l1,k5,0.1759177
