from,to,t_from,t_to,l,k,flow
m2_q_l2,m2_q_l2,10,11,l1,k2,23.364434
m10_q_l1,m10_q_l1,11,12,l1,k1,21.674979
m10_q_l1,m10_q_l1,5,6,l1,k2,17.419771
m1_q_l1,m1_q_l1,11,12,l1,k5,14.618934
m10_q_l1,m10_q_l1,11,12,l1,k4,14.532214
m10_q_l1,m10_q_l1,8,9,l1,k1,14.475372
m10_q_l1,m10_q_l1,6,7,l1,k5,14.285841
m10_q_l1,m10_q_l1,10,11,l1,k3,13.116941
m1_q_l2,m1_q_l2,1,2,l1,k1,8.0322159
m1_q_l1,m1_q_l1,4,5,l1,k3,7.3480568
m5_q_l2,m5_q_l2,9,10,l1,k5,6.1935013
m3_q_l2,m3_q_l2,4,5,l1,k3,5.3005884
m10_q_l1,m10_q_l1,6,7,l1,k3,5.1299058
m2_q_l1,m2_q_l1,5,6,l1,k5,4.6343707
m2_q_l1,m2_q_l1,7,8,l1,k5,4.1214172
m3_q_l2,m3_q_l2,8,9,l1,k3,2.9436262
m3_q_l2,m3_q_l2,1,2,l1,k3,2.4142804
m4_q_l2,m4_q_l2,3,4,l1,k4,1.9579617
m10_q_l1,m10_q_l1,5,6,l1,k5,0.97962954
