from,to,t_from,t_to,l,k,flow
m1_q_l2,m1_q_l2,6,7,l1,k1,7.8238892
m1_q_l2,m1_q_l2,10,11,l1,k1,6.9517969
m5_q_l2,m5_q_l2,4,5,l1,k5,5.9269903
m1_q_l2,m1_q_l2,4,5,l1,k1,0.91502251
m1_q_l2,m1_q_l2,2,3,l1,k1,0.11113261
