metric,mean,std,min,max
objective,55482.329575148375,152.47950292580472,55352.32958014837,55727.32957014837
deployed_count,1.0,0.0,1.0,1.0
unmet_demand_pct,0.0,0.0,0.0,0.0
runtime_seconds,135.3453818321228,20.901207117519718,101.05112028121948,153.05348873138428
iterations,17.8,3.492849839314596,12.0,20.0
