metric,mean,std,min,max
objective,15782.1361999,418.23833621646537,15419.931175900003,16144.341223899995
deployed_count,1.0,0.0,1.0,1.0
unmet_demand_pct,0.0,0.0,0.0,0.0
runtime_seconds,20.852976381778717,0.12433924913551703,20.743083715438843,20.961638927459717
iterations,20.0,0.0,20.0,20.0
