scenario,status,feasible,MAX_CSAM_FACILITIES,demand_mean,demand_variance,F_cost,SEED,objective,subproblem_cost,deployment_cost,deployed_count,deployed_facilities,budget_slack,total_demand,unmet_demand,unmet_demand_pct,unmet_in,unmet_queue,iterations,runtime_seconds,run_id,experiment_dir,scenario_name,max_csam_facilities,seed,demand_scale,flow_files,report_files
csam5_dm15.0_dv4.0_F100_s123,feasible,True,5,15.0,4.0,100,123,121872.8015609999,121472.8016425999,400.0,4.0,"m1,m2,m3,m10",1.0,17926.772648170954,0.0,0.0,0.0,0.0,20,158.38471055030823,2026-06-19_033639_sweep_csam5_dm15.0_dv4.0_F100_s123,experiments\2026-06-19_033639_sweep_csam5_dm15.0_dv4.0_F100_s123,csam5_dm15.0_dv4.0_F100_s123,5,123,1.0,"{'regular': 'experiments\\2026-06-19_033639_sweep_csam5_dm15.0_dv4.0_F100_s123\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_033639_sweep_csam5_dm15.0_dv4.0_F100_s123\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_033639_sweep_csam5_dm15.0_dv4.0_F100_s123\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_033639_sweep_csam5_dm15.0_dv4.0_F100_s123\\reports\\run_report.pdf'}"
csam5_dm15.0_dv4.0_F100_s42,feasible,True,5,15.0,4.0,100,42,125440.35253949996,125040.35275649995,400.0,4.0,"m1,m2,m3,m10",1.0,18092.117318042623,0.0,0.0,0.0,0.0,20,157.94874620437622,2026-06-19_033122_sweep_csam5_dm15.0_dv4.0_F100_s42,experiments\2026-06-19_033122_sweep_csam5_dm15.0_dv4.0_F100_s42,csam5_dm15.0_dv4.0_F100_s42,5,42,1.0,"{'regular': 'experiments\\2026-06-19_033122_sweep_csam5_dm15.0_dv4.0_F100_s42\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_033122_sweep_csam5_dm15.0_dv4.0_F100_s42\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_033122_sweep_csam5_dm15.0_dv4.0_F100_s42\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_033122_sweep_csam5_dm15.0_dv4.0_F100_s42\\reports\\run_report.pdf'}"
csam5_dm15.0_dv4.0_F100_s456,feasible,True,5,15.0,4.0,100,456,123077.16635749995,122677.16648069998,400.0,4.0,"m1,m2,m3,m10",1.0,18002.929509901125,0.0,0.0,0.0,0.0,20,158.4132010936737,2026-06-19_033400_sweep_csam5_dm15.0_dv4.0_F100_s456,experiments\2026-06-19_033400_sweep_csam5_dm15.0_dv4.0_F100_s456,csam5_dm15.0_dv4.0_F100_s456,5,456,1.0,"{'regular': 'experiments\\2026-06-19_033400_sweep_csam5_dm15.0_dv4.0_F100_s456\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_033400_sweep_csam5_dm15.0_dv4.0_F100_s456\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_033400_sweep_csam5_dm15.0_dv4.0_F100_s456\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_033400_sweep_csam5_dm15.0_dv4.0_F100_s456\\reports\\run_report.pdf'}"
csam5_dm15.0_dv9.0_F100_s123,feasible,True,5,15.0,9.0,100,123,120734.20241380014,120334.20257780007,400.0,4.0,"m1,m2,m3,m10",1.0,17890.15897225643,0.0,0.0,0.0,0.0,20,157.49003791809082,2026-06-19_034432_sweep_csam5_dm15.0_dv9.0_F100_s123,experiments\2026-06-19_034432_sweep_csam5_dm15.0_dv9.0_F100_s123,csam5_dm15.0_dv9.0_F100_s123,5,123,1.0,"{'regular': 'experiments\\2026-06-19_034432_sweep_csam5_dm15.0_dv9.0_F100_s123\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_034432_sweep_csam5_dm15.0_dv9.0_F100_s123\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_034432_sweep_csam5_dm15.0_dv9.0_F100_s123\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_034432_sweep_csam5_dm15.0_dv9.0_F100_s123\\reports\\run_report.pdf'}"
csam5_dm15.0_dv9.0_F100_s42,feasible,True,5,15.0,9.0,100,42,126085.52883619996,125685.52894419998,400.0,4.0,"m1,m2,m3,m10",1.0,18138.175977063936,0.0,0.0,0.0,0.0,20,157.5619251728058,2026-06-19_033917_sweep_csam5_dm15.0_dv9.0_F100_s42,experiments\2026-06-19_033917_sweep_csam5_dm15.0_dv9.0_F100_s42,csam5_dm15.0_dv9.0_F100_s42,5,42,1.0,"{'regular': 'experiments\\2026-06-19_033917_sweep_csam5_dm15.0_dv9.0_F100_s42\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_033917_sweep_csam5_dm15.0_dv9.0_F100_s42\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_033917_sweep_csam5_dm15.0_dv9.0_F100_s42\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_033917_sweep_csam5_dm15.0_dv9.0_F100_s42\\reports\\run_report.pdf'}"
csam5_dm15.0_dv9.0_F100_s456,feasible,True,5,15.0,9.0,100,456,122540.74953300001,122140.74972540005,400.0,4.0,"m1,m2,m3,m10",1.0,18004.394264851686,0.0,0.0,0.0,0.0,20,156.6998414993286,2026-06-19_034155_sweep_csam5_dm15.0_dv9.0_F100_s456,experiments\2026-06-19_034155_sweep_csam5_dm15.0_dv9.0_F100_s456,csam5_dm15.0_dv9.0_F100_s456,5,456,1.0,"{'regular': 'experiments\\2026-06-19_034155_sweep_csam5_dm15.0_dv9.0_F100_s456\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_034155_sweep_csam5_dm15.0_dv9.0_F100_s456\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_034155_sweep_csam5_dm15.0_dv9.0_F100_s456\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_034155_sweep_csam5_dm15.0_dv9.0_F100_s456\\reports\\run_report.pdf'}"
csam5_dm18.0_dv16.0_F100_s123,feasible,True,5,18.0,16.0,100,123,160965.91710395002,160465.91727789608,500.0,5.0,"m1,m2,m3,m4,m10",0.0,21453.545296341905,0.0,0.0,0.0,0.0,20,160.8668510913849,2026-06-19_041612_sweep_csam5_dm18.0_dv16.0_F100_s123,experiments\2026-06-19_041612_sweep_csam5_dm18.0_dv16.0_F100_s123,csam5_dm18.0_dv16.0_F100_s123,5,123,1.0,"{'regular': 'experiments\\2026-06-19_041612_sweep_csam5_dm18.0_dv16.0_F100_s123\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_041612_sweep_csam5_dm18.0_dv16.0_F100_s123\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_041612_sweep_csam5_dm18.0_dv16.0_F100_s123\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_041612_sweep_csam5_dm18.0_dv16.0_F100_s123\\reports\\run_report.pdf'}"
csam5_dm18.0_dv16.0_F100_s42,feasible,True,5,18.0,16.0,100,42,232491.91239917983,231991.91267746978,500.0,5.0,"m1,m2,m3,m4,m10",0.0,21784.234636085246,66.64379770000001,0.3059267346928296,0.0,66.64379770000001,20,159.62509942054749,2026-06-19_041052_sweep_csam5_dm18.0_dv16.0_F100_s42,experiments\2026-06-19_041052_sweep_csam5_dm18.0_dv16.0_F100_s42,csam5_dm18.0_dv16.0_F100_s42,5,42,1.0,"{'regular': 'experiments\\2026-06-19_041052_sweep_csam5_dm18.0_dv16.0_F100_s42\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_041052_sweep_csam5_dm18.0_dv16.0_F100_s42\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_041052_sweep_csam5_dm18.0_dv16.0_F100_s42\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_041052_sweep_csam5_dm18.0_dv16.0_F100_s42\\reports\\run_report.pdf'}"
csam5_dm18.0_dv16.0_F100_s456,feasible,True,5,18.0,16.0,100,456,187052.0835366647,186552.08378556476,500.0,5.0,"m1,m2,m3,m4,m10",0.0,21605.85901980225,24.632624800000002,0.11400900458261648,0.0,24.632624800000002,20,161.05723357200623,2026-06-19_041331_sweep_csam5_dm18.0_dv16.0_F100_s456,experiments\2026-06-19_041331_sweep_csam5_dm18.0_dv16.0_F100_s456,csam5_dm18.0_dv16.0_F100_s456,5,456,1.0,"{'regular': 'experiments\\2026-06-19_041331_sweep_csam5_dm18.0_dv16.0_F100_s456\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_041331_sweep_csam5_dm18.0_dv16.0_F100_s456\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_041331_sweep_csam5_dm18.0_dv16.0_F100_s456\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_041331_sweep_csam5_dm18.0_dv16.0_F100_s456\\reports\\run_report.pdf'}"
csam5_dm18.0_dv4.0_F100_s123,feasible,True,5,18.0,4.0,100,123,163232.95853587193,162732.95853587193,500.0,5.0,"m1,m2,m3,m4,m10",0.0,21526.772648170954,0.0,0.0,0.0,0.0,20,157.88314390182495,2026-06-19_040017_sweep_csam5_dm18.0_dv4.0_F100_s123,experiments\2026-06-19_040017_sweep_csam5_dm18.0_dv4.0_F100_s123,csam5_dm18.0_dv4.0_F100_s123,5,123,1.0,"{'regular': 'experiments\\2026-06-19_040017_sweep_csam5_dm18.0_dv4.0_F100_s123\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_040017_sweep_csam5_dm18.0_dv4.0_F100_s123\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_040017_sweep_csam5_dm18.0_dv4.0_F100_s123\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_040017_sweep_csam5_dm18.0_dv4.0_F100_s123\\reports\\run_report.pdf'}"
csam5_dm18.0_dv4.0_F100_s42,feasible,True,5,18.0,4.0,100,42,198995.95597785496,198495.95631451992,500.0,5.0,"m1,m2,m3,m4,m10",0.0,21692.117318042623,33.3218987,0.15361293787713473,0.0,33.3218987,20,157.31594014167786,2026-06-19_035501_sweep_csam5_dm18.0_dv4.0_F100_s42,experiments\2026-06-19_035501_sweep_csam5_dm18.0_dv4.0_F100_s42,csam5_dm18.0_dv4.0_F100_s42,5,42,1.0,"{'regular': 'experiments\\2026-06-19_035501_sweep_csam5_dm18.0_dv4.0_F100_s42\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_035501_sweep_csam5_dm18.0_dv4.0_F100_s42\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_035501_sweep_csam5_dm18.0_dv4.0_F100_s42\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_035501_sweep_csam5_dm18.0_dv4.0_F100_s42\\reports\\run_report.pdf'}"
csam5_dm18.0_dv4.0_F100_s456,feasible,True,5,18.0,4.0,100,456,176276.04152324973,175776.04187465474,500.0,5.0,"m1,m2,m3,m4,m10",0.0,21602.929509901125,12.3163124,0.05701223250464779,0.0,12.3163124,20,158.54512691497803,2026-06-19_035738_sweep_csam5_dm18.0_dv4.0_F100_s456,experiments\2026-06-19_035738_sweep_csam5_dm18.0_dv4.0_F100_s456,csam5_dm18.0_dv4.0_F100_s456,5,456,1.0,"{'regular': 'experiments\\2026-06-19_035738_sweep_csam5_dm18.0_dv4.0_F100_s456\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_035738_sweep_csam5_dm18.0_dv4.0_F100_s456\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_035738_sweep_csam5_dm18.0_dv4.0_F100_s456\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_035738_sweep_csam5_dm18.0_dv4.0_F100_s456\\reports\\run_report.pdf'}"
csam5_dm18.0_dv9.0_F100_s123,feasible,True,5,18.0,9.0,100,123,162099.43784110004,161599.43790901292,500.0,5.0,"m1,m2,m3,m4,m10",0.0,21490.15897225643,0.0,0.0,0.0,0.0,20,160.87353491783142,2026-06-19_040811_sweep_csam5_dm18.0_dv9.0_F100_s123,experiments\2026-06-19_040811_sweep_csam5_dm18.0_dv9.0_F100_s123,csam5_dm18.0_dv9.0_F100_s123,5,123,1.0,"{'regular': 'experiments\\2026-06-19_040811_sweep_csam5_dm18.0_dv9.0_F100_s123\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_040811_sweep_csam5_dm18.0_dv9.0_F100_s123\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_040811_sweep_csam5_dm18.0_dv9.0_F100_s123\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_040811_sweep_csam5_dm18.0_dv9.0_F100_s123\\reports\\run_report.pdf'}"
csam5_dm18.0_dv9.0_F100_s42,feasible,True,5,18.0,9.0,100,42,215743.9336811248,215243.93441034976,500.0,5.0,"m1,m2,m3,m4,m10",0.0,21738.175977063936,49.9828481,0.2299311964018378,0.0,49.9828481,20,156.85515356063843,2026-06-19_040255_sweep_csam5_dm18.0_dv9.0_F100_s42,experiments\2026-06-19_040255_sweep_csam5_dm18.0_dv9.0_F100_s42,csam5_dm18.0_dv9.0_F100_s42,5,42,1.0,"{'regular': 'experiments\\2026-06-19_040255_sweep_csam5_dm18.0_dv9.0_F100_s42\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_040255_sweep_csam5_dm18.0_dv9.0_F100_s42\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_040255_sweep_csam5_dm18.0_dv9.0_F100_s42\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_040255_sweep_csam5_dm18.0_dv9.0_F100_s42\\reports\\run_report.pdf'}"
csam5_dm18.0_dv9.0_F100_s456,feasible,True,5,18.0,9.0,100,456,181664.06242985997,181164.06278068497,500.0,5.0,"m1,m2,m3,m4,m10",0.0,21604.394264851686,18.474468599999998,0.08551255070389184,0.0,18.474468599999998,20,158.73992252349854,2026-06-19_040532_sweep_csam5_dm18.0_dv9.0_F100_s456,experiments\2026-06-19_040532_sweep_csam5_dm18.0_dv9.0_F100_s456,csam5_dm18.0_dv9.0_F100_s456,5,456,1.0,"{'regular': 'experiments\\2026-06-19_040532_sweep_csam5_dm18.0_dv9.0_F100_s456\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_040532_sweep_csam5_dm18.0_dv9.0_F100_s456\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_040532_sweep_csam5_dm18.0_dv9.0_F100_s456\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_040532_sweep_csam5_dm18.0_dv9.0_F100_s456\\reports\\run_report.pdf'}"
csam6_dm12.0_dv16.0_F100_s123,feasible,True,6,12.0,16.0,100,123,78201.19099170003,78001.19099170003,200.0,2.0,"m1,m2",4.0,14255.137737688196,0.0,0.0,0.0,0.0,20,159.48392820358276,2026-06-19_044011_sweep_csam6_dm12.0_dv16.0_F100_s123,experiments\2026-06-19_044011_sweep_csam6_dm12.0_dv16.0_F100_s123,csam6_dm12.0_dv16.0_F100_s123,6,123,1.0,"{'regular': 'experiments\\2026-06-19_044011_sweep_csam6_dm12.0_dv16.0_F100_s123\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_044011_sweep_csam6_dm12.0_dv16.0_F100_s123\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_044011_sweep_csam6_dm12.0_dv16.0_F100_s123\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_044011_sweep_csam6_dm12.0_dv16.0_F100_s123\\reports\\run_report.pdf'}"
csam6_dm12.0_dv16.0_F100_s42,feasible,True,6,12.0,16.0,100,42,85301.36673787018,85101.36673787018,200.0,2.0,"m1,m10",4.0,14585.199705445524,0.0,0.0,0.0,0.0,20,159.45424342155457,2026-06-19_043449_sweep_csam6_dm12.0_dv16.0_F100_s42,experiments\2026-06-19_043449_sweep_csam6_dm12.0_dv16.0_F100_s42,csam6_dm12.0_dv16.0_F100_s42,6,42,1.0,"{'regular': 'experiments\\2026-06-19_043449_sweep_csam6_dm12.0_dv16.0_F100_s42\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_043449_sweep_csam6_dm12.0_dv16.0_F100_s42\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_043449_sweep_csam6_dm12.0_dv16.0_F100_s42\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_043449_sweep_csam6_dm12.0_dv16.0_F100_s42\\reports\\run_report.pdf'}"
csam6_dm12.0_dv16.0_F100_s456,feasible,True,6,12.0,16.0,100,456,80572.85519202014,80372.85519202014,200.0,2.0,"m1,m10",4.0,14405.859019802248,0.0,0.0,0.0,0.0,20,163.1800901889801,2026-06-19_043728_sweep_csam6_dm12.0_dv16.0_F100_s456,experiments\2026-06-19_043728_sweep_csam6_dm12.0_dv16.0_F100_s456,csam6_dm12.0_dv16.0_F100_s456,6,456,1.0,"{'regular': 'experiments\\2026-06-19_043728_sweep_csam6_dm12.0_dv16.0_F100_s456\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_043728_sweep_csam6_dm12.0_dv16.0_F100_s456\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_043728_sweep_csam6_dm12.0_dv16.0_F100_s456\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_043728_sweep_csam6_dm12.0_dv16.0_F100_s456\\reports\\run_report.pdf'}"
csam6_dm12.0_dv4.0_F100_s123,feasible,True,6,12.0,4.0,100,123,80422.8586729549,80222.8586729549,200.0,2.0,"m1,m10",4.0,14326.772648170952,0.0,0.0,0.0,0.0,20,159.70391297340393,2026-06-19_042410_sweep_csam6_dm12.0_dv4.0_F100_s123,experiments\2026-06-19_042410_sweep_csam6_dm12.0_dv4.0_F100_s123,csam6_dm12.0_dv4.0_F100_s123,6,123,1.0,"{'regular': 'experiments\\2026-06-19_042410_sweep_csam6_dm12.0_dv4.0_F100_s123\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_042410_sweep_csam6_dm12.0_dv4.0_F100_s123\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_042410_sweep_csam6_dm12.0_dv4.0_F100_s123\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_042410_sweep_csam6_dm12.0_dv4.0_F100_s123\\reports\\run_report.pdf'}"
csam6_dm12.0_dv4.0_F100_s42,feasible,True,6,12.0,4.0,100,42,83990.35270049996,83790.35270049996,200.0,2.0,"m1,m10",4.0,14492.117318042623,0.0,0.0,0.0,0.0,20,159.9398534297943,2026-06-19_041853_sweep_csam6_dm12.0_dv4.0_F100_s42,experiments\2026-06-19_041853_sweep_csam6_dm12.0_dv4.0_F100_s42,csam6_dm12.0_dv4.0_F100_s42,6,42,1.0,"{'regular': 'experiments\\2026-06-19_041853_sweep_csam6_dm12.0_dv4.0_F100_s42\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_041853_sweep_csam6_dm12.0_dv4.0_F100_s42\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_041853_sweep_csam6_dm12.0_dv4.0_F100_s42\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_041853_sweep_csam6_dm12.0_dv4.0_F100_s42\\reports\\run_report.pdf'}"
csam6_dm12.0_dv4.0_F100_s456,feasible,True,6,12.0,4.0,100,456,81627.16649739999,81427.16649739999,200.0,2.0,"m1,m10",4.0,14402.929509901125,0.0,0.0,0.0,0.0,20,156.84335803985596,2026-06-19_042133_sweep_csam6_dm12.0_dv4.0_F100_s456,experiments\2026-06-19_042133_sweep_csam6_dm12.0_dv4.0_F100_s456,csam6_dm12.0_dv4.0_F100_s456,6,456,1.0,"{'regular': 'experiments\\2026-06-19_042133_sweep_csam6_dm12.0_dv4.0_F100_s456\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_042133_sweep_csam6_dm12.0_dv4.0_F100_s456\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_042133_sweep_csam6_dm12.0_dv4.0_F100_s456\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_042133_sweep_csam6_dm12.0_dv4.0_F100_s456\\reports\\run_report.pdf'}"
csam6_dm12.0_dv9.0_F100_s123,feasible,True,6,12.0,9.0,100,123,79296.41559145013,79096.41559145013,200.0,2.0,"m1,m2",4.0,14290.15897225643,0.0,0.0,0.0,0.0,20,159.80942106246948,2026-06-19_043209_sweep_csam6_dm12.0_dv9.0_F100_s123,experiments\2026-06-19_043209_sweep_csam6_dm12.0_dv9.0_F100_s123,csam6_dm12.0_dv9.0_F100_s123,6,123,1.0,"{'regular': 'experiments\\2026-06-19_043209_sweep_csam6_dm12.0_dv9.0_F100_s123\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_043209_sweep_csam6_dm12.0_dv9.0_F100_s123\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_043209_sweep_csam6_dm12.0_dv9.0_F100_s123\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_043209_sweep_csam6_dm12.0_dv9.0_F100_s123\\reports\\run_report.pdf'}"
csam6_dm12.0_dv9.0_F100_s42,feasible,True,6,12.0,9.0,100,42,84635.52893490001,84435.52893490001,200.0,2.0,"m1,m10",4.0,14538.175977063936,0.0,0.0,0.0,0.0,20,157.9013864994049,2026-06-19_042650_sweep_csam6_dm12.0_dv9.0_F100_s42,experiments\2026-06-19_042650_sweep_csam6_dm12.0_dv9.0_F100_s42,csam6_dm12.0_dv9.0_F100_s42,6,42,1.0,"{'regular': 'experiments\\2026-06-19_042650_sweep_csam6_dm12.0_dv9.0_F100_s42\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_042650_sweep_csam6_dm12.0_dv9.0_F100_s42\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_042650_sweep_csam6_dm12.0_dv9.0_F100_s42\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_042650_sweep_csam6_dm12.0_dv9.0_F100_s42\\reports\\run_report.pdf'}"
csam6_dm12.0_dv9.0_F100_s456,feasible,True,6,12.0,9.0,100,456,81096.13055125001,80896.13055125001,200.0,2.0,"m1,m10",4.0,14404.394264851688,0.0,0.0,0.0,0.0,20,160.5252742767334,2026-06-19_042928_sweep_csam6_dm12.0_dv9.0_F100_s456,experiments\2026-06-19_042928_sweep_csam6_dm12.0_dv9.0_F100_s456,csam6_dm12.0_dv9.0_F100_s456,6,456,1.0,"{'regular': 'experiments\\2026-06-19_042928_sweep_csam6_dm12.0_dv9.0_F100_s456\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_042928_sweep_csam6_dm12.0_dv9.0_F100_s456\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_042928_sweep_csam6_dm12.0_dv9.0_F100_s456\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_042928_sweep_csam6_dm12.0_dv9.0_F100_s456\\reports\\run_report.pdf'}"
csam6_dm15.0_dv16.0_F100_s123,feasible,True,6,15.0,16.0,100,123,119595.6033207999,119195.6033207999,400.0,4.0,"m1,m2,m3,m10",2.0,17853.545296341905,0.0,0.0,0.0,0.0,20,157.01878762245178,2026-06-19_050500_sweep_csam6_dm15.0_dv16.0_F100_s123,experiments\2026-06-19_050500_sweep_csam6_dm15.0_dv16.0_F100_s123,csam6_dm15.0_dv16.0_F100_s123,6,123,1.0,"{'regular': 'experiments\\2026-06-19_050500_sweep_csam6_dm15.0_dv16.0_F100_s123\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_050500_sweep_csam6_dm15.0_dv16.0_F100_s123\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_050500_sweep_csam6_dm15.0_dv16.0_F100_s123\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_050500_sweep_csam6_dm15.0_dv16.0_F100_s123\\reports\\run_report.pdf'}"
csam6_dm15.0_dv16.0_F100_s42,feasible,True,6,15.0,16.0,100,42,126730.7051408,126330.7051408,400.0,4.0,"m1,m2,m3,m10",2.0,18184.234636085246,0.0,0.0,0.0,0.0,20,157.73485016822815,2026-06-19_045945_sweep_csam6_dm15.0_dv16.0_F100_s42,experiments\2026-06-19_045945_sweep_csam6_dm15.0_dv16.0_F100_s42,csam6_dm15.0_dv16.0_F100_s42,6,42,1.0,"{'regular': 'experiments\\2026-06-19_045945_sweep_csam6_dm15.0_dv16.0_F100_s42\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_045945_sweep_csam6_dm15.0_dv16.0_F100_s42\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_045945_sweep_csam6_dm15.0_dv16.0_F100_s42\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_045945_sweep_csam6_dm15.0_dv16.0_F100_s42\\reports\\run_report.pdf'}"
csam6_dm15.0_dv16.0_F100_s456,feasible,True,6,15.0,16.0,100,456,122004.33291490003,121604.33291490003,400.0,4.0,"m1,m2,m3,m10",2.0,18005.85901980225,0.0,0.0,0.0,0.0,20,157.42187976837158,2026-06-19_050222_sweep_csam6_dm15.0_dv16.0_F100_s456,experiments\2026-06-19_050222_sweep_csam6_dm15.0_dv16.0_F100_s456,csam6_dm15.0_dv16.0_F100_s456,6,456,1.0,"{'regular': 'experiments\\2026-06-19_050222_sweep_csam6_dm15.0_dv16.0_F100_s456\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_050222_sweep_csam6_dm15.0_dv16.0_F100_s456\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_050222_sweep_csam6_dm15.0_dv16.0_F100_s456\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_050222_sweep_csam6_dm15.0_dv16.0_F100_s456\\reports\\run_report.pdf'}"
csam6_dm15.0_dv4.0_F100_s123,feasible,True,6,15.0,4.0,100,123,121872.8016425999,121472.8016425999,400.0,4.0,"m1,m2,m3,m10",2.0,17926.772648170954,0.0,0.0,0.0,0.0,20,160.77752137184143,2026-06-19_044903_sweep_csam6_dm15.0_dv4.0_F100_s123,experiments\2026-06-19_044903_sweep_csam6_dm15.0_dv4.0_F100_s123,csam6_dm15.0_dv4.0_F100_s123,6,123,1.0,"{'regular': 'experiments\\2026-06-19_044903_sweep_csam6_dm15.0_dv4.0_F100_s123\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_044903_sweep_csam6_dm15.0_dv4.0_F100_s123\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_044903_sweep_csam6_dm15.0_dv4.0_F100_s123\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_044903_sweep_csam6_dm15.0_dv4.0_F100_s123\\reports\\run_report.pdf'}"
