scenario,status,feasible,MAX_CSAM_FACILITIES,demand_mean,demand_variance,F_cost,SEED,objective,subproblem_cost,deployment_cost,deployed_count,deployed_facilities,budget_slack,total_demand,unmet_demand,unmet_demand_pct,unmet_in,unmet_queue,iterations,runtime_seconds,run_id,experiment_dir,scenario_name,max_csam_facilities,seed,demand_scale,flow_files,report_files
csam10_dm12.0_dv16.0_F100_s123,feasible,True,10,12.0,16.0,100,123,78201.19099170003,78001.19099170003,200.0,2.0,"m1,m2",8.0,14255.137737688196,0.0,0.0,0.0,0.0,20,160.1478807926178,2026-06-19_100335_sweep_csam10_dm12.0_dv16.0_F100_s123,experiments\2026-06-19_100335_sweep_csam10_dm12.0_dv16.0_F100_s123,csam10_dm12.0_dv16.0_F100_s123,10,123,1.0,"{'regular': 'experiments\\2026-06-19_100335_sweep_csam10_dm12.0_dv16.0_F100_s123\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_100335_sweep_csam10_dm12.0_dv16.0_F100_s123\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_100335_sweep_csam10_dm12.0_dv16.0_F100_s123\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_100335_sweep_csam10_dm12.0_dv16.0_F100_s123\\reports\\run_report.pdf'}"
csam10_dm12.0_dv16.0_F100_s42,feasible,True,10,12.0,16.0,100,42,85301.36667587011,85101.36673787018,200.0,2.0,"m1,m10",8.0,14585.199705445524,0.0,0.0,0.0,0.0,20,157.2125632762909,2026-06-19_095819_sweep_csam10_dm12.0_dv16.0_F100_s42,experiments\2026-06-19_095819_sweep_csam10_dm12.0_dv16.0_F100_s42,csam10_dm12.0_dv16.0_F100_s42,10,42,1.0,"{'regular': 'experiments\\2026-06-19_095819_sweep_csam10_dm12.0_dv16.0_F100_s42\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_095819_sweep_csam10_dm12.0_dv16.0_F100_s42\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_095819_sweep_csam10_dm12.0_dv16.0_F100_s42\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_095819_sweep_csam10_dm12.0_dv16.0_F100_s42\\reports\\run_report.pdf'}"
csam10_dm12.0_dv16.0_F100_s456,feasible,True,10,12.0,16.0,100,456,80572.85519202014,80372.85519202014,200.0,2.0,"m1,m10",8.0,14405.859019802248,0.0,0.0,0.0,0.0,20,158.24899005889893,2026-06-19_100057_sweep_csam10_dm12.0_dv16.0_F100_s456,experiments\2026-06-19_100057_sweep_csam10_dm12.0_dv16.0_F100_s456,csam10_dm12.0_dv16.0_F100_s456,10,456,1.0,"{'regular': 'experiments\\2026-06-19_100057_sweep_csam10_dm12.0_dv16.0_F100_s456\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_100057_sweep_csam10_dm12.0_dv16.0_F100_s456\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_100057_sweep_csam10_dm12.0_dv16.0_F100_s456\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_100057_sweep_csam10_dm12.0_dv16.0_F100_s456\\reports\\run_report.pdf'}"
csam10_dm12.0_dv4.0_F100_s123,feasible,True,10,12.0,4.0,100,123,80422.8586729549,80222.8586729549,200.0,2.0,"m1,m10",8.0,14326.772648170952,0.0,0.0,0.0,0.0,20,158.7693636417389,2026-06-19_094746_sweep_csam10_dm12.0_dv4.0_F100_s123,experiments\2026-06-19_094746_sweep_csam10_dm12.0_dv4.0_F100_s123,csam10_dm12.0_dv4.0_F100_s123,10,123,1.0,"{'regular': 'experiments\\2026-06-19_094746_sweep_csam10_dm12.0_dv4.0_F100_s123\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_094746_sweep_csam10_dm12.0_dv4.0_F100_s123\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_094746_sweep_csam10_dm12.0_dv4.0_F100_s123\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_094746_sweep_csam10_dm12.0_dv4.0_F100_s123\\reports\\run_report.pdf'}"
csam10_dm12.0_dv4.0_F100_s42,feasible,True,10,12.0,4.0,100,42,83990.35270049996,83790.35270049996,200.0,2.0,"m1,m10",8.0,14492.117318042623,0.0,0.0,0.0,0.0,20,156.41940307617188,2026-06-19_094233_sweep_csam10_dm12.0_dv4.0_F100_s42,experiments\2026-06-19_094233_sweep_csam10_dm12.0_dv4.0_F100_s42,csam10_dm12.0_dv4.0_F100_s42,10,42,1.0,"{'regular': 'experiments\\2026-06-19_094233_sweep_csam10_dm12.0_dv4.0_F100_s42\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_094233_sweep_csam10_dm12.0_dv4.0_F100_s42\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_094233_sweep_csam10_dm12.0_dv4.0_F100_s42\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_094233_sweep_csam10_dm12.0_dv4.0_F100_s42\\reports\\run_report.pdf'}"
csam10_dm12.0_dv4.0_F100_s456,feasible,True,10,12.0,4.0,100,456,81627.16649739999,81427.16649739999,200.0,2.0,"m1,m10",8.0,14402.929509901125,0.0,0.0,0.0,0.0,20,156.75339341163635,2026-06-19_094509_sweep_csam10_dm12.0_dv4.0_F100_s456,experiments\2026-06-19_094509_sweep_csam10_dm12.0_dv4.0_F100_s456,csam10_dm12.0_dv4.0_F100_s456,10,456,1.0,"{'regular': 'experiments\\2026-06-19_094509_sweep_csam10_dm12.0_dv4.0_F100_s456\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_094509_sweep_csam10_dm12.0_dv4.0_F100_s456\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_094509_sweep_csam10_dm12.0_dv4.0_F100_s456\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_094509_sweep_csam10_dm12.0_dv4.0_F100_s456\\reports\\run_report.pdf'}"
csam10_dm12.0_dv9.0_F100_s123,feasible,True,10,12.0,9.0,100,123,79296.41556085012,79096.41559145013,200.0,2.0,"m1,m2",8.0,14290.15897225643,0.0,0.0,0.0,0.0,20,157.03745555877686,2026-06-19_095542_sweep_csam10_dm12.0_dv9.0_F100_s123,experiments\2026-06-19_095542_sweep_csam10_dm12.0_dv9.0_F100_s123,csam10_dm12.0_dv9.0_F100_s123,10,123,1.0,"{'regular': 'experiments\\2026-06-19_095542_sweep_csam10_dm12.0_dv9.0_F100_s123\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_095542_sweep_csam10_dm12.0_dv9.0_F100_s123\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_095542_sweep_csam10_dm12.0_dv9.0_F100_s123\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_095542_sweep_csam10_dm12.0_dv9.0_F100_s123\\reports\\run_report.pdf'}"
csam10_dm12.0_dv9.0_F100_s42,feasible,True,10,12.0,9.0,100,42,84635.52893490001,84435.52893490001,200.0,2.0,"m1,m10",8.0,14538.175977063936,0.0,0.0,0.0,0.0,20,159.0681927204132,2026-06-19_095025_sweep_csam10_dm12.0_dv9.0_F100_s42,experiments\2026-06-19_095025_sweep_csam10_dm12.0_dv9.0_F100_s42,csam10_dm12.0_dv9.0_F100_s42,10,42,1.0,"{'regular': 'experiments\\2026-06-19_095025_sweep_csam10_dm12.0_dv9.0_F100_s42\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_095025_sweep_csam10_dm12.0_dv9.0_F100_s42\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_095025_sweep_csam10_dm12.0_dv9.0_F100_s42\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_095025_sweep_csam10_dm12.0_dv9.0_F100_s42\\reports\\run_report.pdf'}"
csam10_dm12.0_dv9.0_F100_s456,feasible,True,10,12.0,9.0,100,456,81096.13055125001,80896.13055125001,200.0,2.0,"m1,m10",8.0,14404.394264851688,0.0,0.0,0.0,0.0,20,157.86245489120483,2026-06-19_095304_sweep_csam10_dm12.0_dv9.0_F100_s456,experiments\2026-06-19_095304_sweep_csam10_dm12.0_dv9.0_F100_s456,csam10_dm12.0_dv9.0_F100_s456,10,456,1.0,"{'regular': 'experiments\\2026-06-19_095304_sweep_csam10_dm12.0_dv9.0_F100_s456\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_095304_sweep_csam10_dm12.0_dv9.0_F100_s456\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_095304_sweep_csam10_dm12.0_dv9.0_F100_s456\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_095304_sweep_csam10_dm12.0_dv9.0_F100_s456\\reports\\run_report.pdf'}"
csam10_dm15.0_dv16.0_F100_s123,feasible,True,10,15.0,16.0,100,123,119549.05979829999,119195.6033207999,400.0,4.0,"m1,m2,m3,m10",6.0,17853.545296341905,0.0,0.0,0.0,0.0,20,155.52165007591248,2026-06-19_102720_sweep_csam10_dm15.0_dv16.0_F100_s123,experiments\2026-06-19_102720_sweep_csam10_dm15.0_dv16.0_F100_s123,csam10_dm15.0_dv16.0_F100_s123,10,123,1.0,"{'regular': 'experiments\\2026-06-19_102720_sweep_csam10_dm15.0_dv16.0_F100_s123\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_102720_sweep_csam10_dm15.0_dv16.0_F100_s123\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_102720_sweep_csam10_dm15.0_dv16.0_F100_s123\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_102720_sweep_csam10_dm15.0_dv16.0_F100_s123\\reports\\run_report.pdf'}"
csam10_dm15.0_dv16.0_F100_s42,feasible,True,10,15.0,16.0,100,42,126730.7051408,126330.7051408,400.0,4.0,"m1,m2,m3,m10",6.0,18184.234636085246,0.0,0.0,0.0,0.0,20,156.59971928596497,2026-06-19_102205_sweep_csam10_dm15.0_dv16.0_F100_s42,experiments\2026-06-19_102205_sweep_csam10_dm15.0_dv16.0_F100_s42,csam10_dm15.0_dv16.0_F100_s42,10,42,1.0,"{'regular': 'experiments\\2026-06-19_102205_sweep_csam10_dm15.0_dv16.0_F100_s42\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_102205_sweep_csam10_dm15.0_dv16.0_F100_s42\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_102205_sweep_csam10_dm15.0_dv16.0_F100_s42\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_102205_sweep_csam10_dm15.0_dv16.0_F100_s42\\reports\\run_report.pdf'}"
csam10_dm15.0_dv16.0_F100_s456,feasible,True,10,15.0,16.0,100,456,122004.3328719,121604.33291490003,400.0,4.0,"m1,m2,m3,m10",6.0,18005.85901980225,0.0,0.0,0.0,0.0,20,157.72613167762756,2026-06-19_102442_sweep_csam10_dm15.0_dv16.0_F100_s456,experiments\2026-06-19_102442_sweep_csam10_dm15.0_dv16.0_F100_s456,csam10_dm15.0_dv16.0_F100_s456,10,456,1.0,"{'regular': 'experiments\\2026-06-19_102442_sweep_csam10_dm15.0_dv16.0_F100_s456\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_102442_sweep_csam10_dm15.0_dv16.0_F100_s456\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_102442_sweep_csam10_dm15.0_dv16.0_F100_s456\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_102442_sweep_csam10_dm15.0_dv16.0_F100_s456\\reports\\run_report.pdf'}"
csam10_dm15.0_dv4.0_F100_s123,feasible,True,10,15.0,4.0,100,123,121872.80153419999,121472.8016425999,400.0,4.0,"m1,m2,m3,m10",6.0,17926.772648170954,0.0,0.0,0.0,0.0,20,158.7481288909912,2026-06-19_101132_sweep_csam10_dm15.0_dv4.0_F100_s123,experiments\2026-06-19_101132_sweep_csam10_dm15.0_dv4.0_F100_s123,csam10_dm15.0_dv4.0_F100_s123,10,123,1.0,"{'regular': 'experiments\\2026-06-19_101132_sweep_csam10_dm15.0_dv4.0_F100_s123\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_101132_sweep_csam10_dm15.0_dv4.0_F100_s123\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_101132_sweep_csam10_dm15.0_dv4.0_F100_s123\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_101132_sweep_csam10_dm15.0_dv4.0_F100_s123\\reports\\run_report.pdf'}"
csam10_dm15.0_dv4.0_F100_s42,feasible,True,10,15.0,4.0,100,42,125440.35272189988,125040.35275649995,400.0,4.0,"m1,m2,m3,m10",6.0,18092.117318042623,0.0,0.0,0.0,0.0,20,158.6579258441925,2026-06-19_100615_sweep_csam10_dm15.0_dv4.0_F100_s42,experiments\2026-06-19_100615_sweep_csam10_dm15.0_dv4.0_F100_s42,csam10_dm15.0_dv4.0_F100_s42,10,42,1.0,"{'regular': 'experiments\\2026-06-19_100615_sweep_csam10_dm15.0_dv4.0_F100_s42\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_100615_sweep_csam10_dm15.0_dv4.0_F100_s42\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_100615_sweep_csam10_dm15.0_dv4.0_F100_s42\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_100615_sweep_csam10_dm15.0_dv4.0_F100_s42\\reports\\run_report.pdf'}"
csam10_dm15.0_dv4.0_F100_s456,feasible,True,10,15.0,4.0,100,456,123077.16635609996,122677.16648069998,400.0,4.0,"m1,m2,m3,m10",6.0,18002.929509901125,0.0,0.0,0.0,0.0,20,158.22512197494507,2026-06-19_100854_sweep_csam10_dm15.0_dv4.0_F100_s456,experiments\2026-06-19_100854_sweep_csam10_dm15.0_dv4.0_F100_s456,csam10_dm15.0_dv4.0_F100_s456,10,456,1.0,"{'regular': 'experiments\\2026-06-19_100854_sweep_csam10_dm15.0_dv4.0_F100_s456\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_100854_sweep_csam10_dm15.0_dv4.0_F100_s456\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_100854_sweep_csam10_dm15.0_dv4.0_F100_s456\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_100854_sweep_csam10_dm15.0_dv4.0_F100_s456\\reports\\run_report.pdf'}"
csam10_dm15.0_dv9.0_F100_s123,feasible,True,10,15.0,9.0,100,123,120734.20251700007,120334.20257780007,400.0,4.0,"m1,m2,m3,m10",6.0,17890.15897225643,0.0,0.0,0.0,0.0,20,156.3870334625244,2026-06-19_101929_sweep_csam10_dm15.0_dv9.0_F100_s123,experiments\2026-06-19_101929_sweep_csam10_dm15.0_dv9.0_F100_s123,csam10_dm15.0_dv9.0_F100_s123,10,123,1.0,"{'regular': 'experiments\\2026-06-19_101929_sweep_csam10_dm15.0_dv9.0_F100_s123\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_101929_sweep_csam10_dm15.0_dv9.0_F100_s123\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_101929_sweep_csam10_dm15.0_dv9.0_F100_s123\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_101929_sweep_csam10_dm15.0_dv9.0_F100_s123\\reports\\run_report.pdf'}"
csam10_dm15.0_dv9.0_F100_s42,feasible,True,10,15.0,9.0,100,42,126085.52886380002,125685.52894419998,400.0,4.0,"m1,m2,m3,m10",6.0,18138.175977063936,0.0,0.0,0.0,0.0,20,159.3264181613922,2026-06-19_101411_sweep_csam10_dm15.0_dv9.0_F100_s42,experiments\2026-06-19_101411_sweep_csam10_dm15.0_dv9.0_F100_s42,csam10_dm15.0_dv9.0_F100_s42,10,42,1.0,"{'regular': 'experiments\\2026-06-19_101411_sweep_csam10_dm15.0_dv9.0_F100_s42\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_101411_sweep_csam10_dm15.0_dv9.0_F100_s42\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_101411_sweep_csam10_dm15.0_dv9.0_F100_s42\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_101411_sweep_csam10_dm15.0_dv9.0_F100_s42\\reports\\run_report.pdf'}"
csam10_dm15.0_dv9.0_F100_s456,feasible,True,10,15.0,9.0,100,456,122540.74962380005,122140.74972540005,400.0,4.0,"m1,m2,m3,m10",6.0,18004.394264851686,0.0,0.0,0.0,0.0,20,158.516437292099,2026-06-19_101650_sweep_csam10_dm15.0_dv9.0_F100_s456,experiments\2026-06-19_101650_sweep_csam10_dm15.0_dv9.0_F100_s456,csam10_dm15.0_dv9.0_F100_s456,10,456,1.0,"{'regular': 'experiments\\2026-06-19_101650_sweep_csam10_dm15.0_dv9.0_F100_s456\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_101650_sweep_csam10_dm15.0_dv9.0_F100_s456\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_101650_sweep_csam10_dm15.0_dv9.0_F100_s456\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_101650_sweep_csam10_dm15.0_dv9.0_F100_s456\\reports\\run_report.pdf'}"
csam10_dm18.0_dv16.0_F100_s123,feasible,True,10,18.0,16.0,100,123,160965.91710395002,160445.60337110015,600.0,6.0,"m1,m2,m3,m4,m5,m10",4.0,21453.545296341905,0.0,0.0,0.0,0.0,20,157.4698030948639,2026-06-19_105040_sweep_csam10_dm18.0_dv16.0_F100_s123,experiments\2026-06-19_105040_sweep_csam10_dm18.0_dv16.0_F100_s123,csam10_dm18.0_dv16.0_F100_s123,10,123,1.0,"{'regular': 'experiments\\2026-06-19_105040_sweep_csam10_dm18.0_dv16.0_F100_s123\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_105040_sweep_csam10_dm18.0_dv16.0_F100_s123\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_105040_sweep_csam10_dm18.0_dv16.0_F100_s123\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_105040_sweep_csam10_dm18.0_dv16.0_F100_s123\\reports\\run_report.pdf'}"
csam10_dm18.0_dv16.0_F100_s42,feasible,True,10,18.0,16.0,100,42,168180.70503445974,167580.7051549997,600.0,6.0,"m1,m2,m3,m4,m5,m10",4.0,21784.234636085246,0.0,0.0,0.0,0.0,20,155.55462265014648,2026-06-19_104528_sweep_csam10_dm18.0_dv16.0_F100_s42,experiments\2026-06-19_104528_sweep_csam10_dm18.0_dv16.0_F100_s42,csam10_dm18.0_dv16.0_F100_s42,10,42,1.0,"{'regular': 'experiments\\2026-06-19_104528_sweep_csam10_dm18.0_dv16.0_F100_s42\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_104528_sweep_csam10_dm18.0_dv16.0_F100_s42\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_104528_sweep_csam10_dm18.0_dv16.0_F100_s42\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_104528_sweep_csam10_dm18.0_dv16.0_F100_s42\\reports\\run_report.pdf'}"
csam10_dm18.0_dv16.0_F100_s456,feasible,True,10,18.0,16.0,100,456,163454.3328489997,162854.3329319996,600.0,6.0,"m1,m2,m3,m4,m5,m10",4.0,21605.85901980225,0.0,0.0,0.0,0.0,20,156.48552894592285,2026-06-19_104804_sweep_csam10_dm18.0_dv16.0_F100_s456,experiments\2026-06-19_104804_sweep_csam10_dm18.0_dv16.0_F100_s456,csam10_dm18.0_dv16.0_F100_s456,10,456,1.0,"{'regular': 'experiments\\2026-06-19_104804_sweep_csam10_dm18.0_dv16.0_F100_s456\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_104804_sweep_csam10_dm18.0_dv16.0_F100_s456\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_104804_sweep_csam10_dm18.0_dv16.0_F100_s456\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_104804_sweep_csam10_dm18.0_dv16.0_F100_s456\\reports\\run_report.pdf'}"
csam10_dm18.0_dv4.0_F100_s123,feasible,True,10,18.0,4.0,100,123,163232.95855150005,162722.80158279993,600.0,6.0,"m1,m2,m3,m4,m5,m10",4.0,21526.772648170954,0.0,0.0,0.0,0.0,20,153.91597723960876,2026-06-19_103506_sweep_csam10_dm18.0_dv4.0_F100_s123,experiments\2026-06-19_103506_sweep_csam10_dm18.0_dv4.0_F100_s123,csam10_dm18.0_dv4.0_F100_s123,10,123,1.0,"{'regular': 'experiments\\2026-06-19_103506_sweep_csam10_dm18.0_dv4.0_F100_s123\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_103506_sweep_csam10_dm18.0_dv4.0_F100_s123\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_103506_sweep_csam10_dm18.0_dv4.0_F100_s123\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_103506_sweep_csam10_dm18.0_dv4.0_F100_s123\\reports\\run_report.pdf'}"
csam10_dm18.0_dv4.0_F100_s42,feasible,True,10,18.0,4.0,100,42,166890.35259639978,166290.35286699978,600.0,6.0,"m1,m2,m3,m4,m5,m10",4.0,21692.117318042623,0.0,0.0,0.0,0.0,20,154.85056138038635,2026-06-19_102955_sweep_csam10_dm18.0_dv4.0_F100_s42,experiments\2026-06-19_102955_sweep_csam10_dm18.0_dv4.0_F100_s42,csam10_dm18.0_dv4.0_F100_s42,10,42,1.0,"{'regular': 'experiments\\2026-06-19_102955_sweep_csam10_dm18.0_dv4.0_F100_s42\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_102955_sweep_csam10_dm18.0_dv4.0_F100_s42\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_102955_sweep_csam10_dm18.0_dv4.0_F100_s42\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_102955_sweep_csam10_dm18.0_dv4.0_F100_s42\\reports\\run_report.pdf'}"
csam10_dm18.0_dv4.0_F100_s456,feasible,True,10,18.0,4.0,100,456,164527.1663805997,163927.16643439975,600.0,6.0,"m1,m2,m3,m4,m5,m10",4.0,21602.929509901125,0.0,0.0,0.0,0.0,20,155.82762360572815,2026-06-19_103230_sweep_csam10_dm18.0_dv4.0_F100_s456,experiments\2026-06-19_103230_sweep_csam10_dm18.0_dv4.0_F100_s456,csam10_dm18.0_dv4.0_F100_s456,10,456,1.0,"{'regular': 'experiments\\2026-06-19_103230_sweep_csam10_dm18.0_dv4.0_F100_s456\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_103230_sweep_csam10_dm18.0_dv4.0_F100_s456\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_103230_sweep_csam10_dm18.0_dv4.0_F100_s456\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_103230_sweep_csam10_dm18.0_dv4.0_F100_s456\\reports\\run_report.pdf'}"
csam10_dm18.0_dv9.0_F100_s123,feasible,True,10,18.0,9.0,100,123,162099.4379607501,161584.20252639998,600.0,6.0,"m1,m2,m3,m4,m5,m10",4.0,21490.15897225643,0.0,0.0,0.0,0.0,20,157.28122067451477,2026-06-19_104251_sweep_csam10_dm18.0_dv9.0_F100_s123,experiments\2026-06-19_104251_sweep_csam10_dm18.0_dv9.0_F100_s123,csam10_dm18.0_dv9.0_F100_s123,10,123,1.0,"{'regular': 'experiments\\2026-06-19_104251_sweep_csam10_dm18.0_dv9.0_F100_s123\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_104251_sweep_csam10_dm18.0_dv9.0_F100_s123\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_104251_sweep_csam10_dm18.0_dv9.0_F100_s123\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_104251_sweep_csam10_dm18.0_dv9.0_F100_s123\\reports\\run_report.pdf'}"
csam10_dm18.0_dv9.0_F100_s42,feasible,True,10,18.0,9.0,100,42,167535.52882089993,166935.52896221998,600.0,6.0,"m1,m2,m3,m4,m5,m10",4.0,21738.175977063936,0.0,0.0,0.0,0.0,20,154.73068594932556,2026-06-19_103740_sweep_csam10_dm18.0_dv9.0_F100_s42,experiments\2026-06-19_103740_sweep_csam10_dm18.0_dv9.0_F100_s42,csam10_dm18.0_dv9.0_F100_s42,10,42,1.0,"{'regular': 'experiments\\2026-06-19_103740_sweep_csam10_dm18.0_dv9.0_F100_s42\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_103740_sweep_csam10_dm18.0_dv9.0_F100_s42\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_103740_sweep_csam10_dm18.0_dv9.0_F100_s42\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_103740_sweep_csam10_dm18.0_dv9.0_F100_s42\\reports\\run_report.pdf'}"
csam10_dm18.0_dv9.0_F100_s456,feasible,True,10,18.0,9.0,100,456,163990.74961739982,163390.74967579986,600.0,6.0,"m1,m2,m3,m4,m5,m10",4.0,21604.394264851686,0.0,0.0,0.0,0.0,20,155.6813325881958,2026-06-19_104015_sweep_csam10_dm18.0_dv9.0_F100_s456,experiments\2026-06-19_104015_sweep_csam10_dm18.0_dv9.0_F100_s456,csam10_dm18.0_dv9.0_F100_s456,10,456,1.0,"{'regular': 'experiments\\2026-06-19_104015_sweep_csam10_dm18.0_dv9.0_F100_s456\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-19_104015_sweep_csam10_dm18.0_dv9.0_F100_s456\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-19_104015_sweep_csam10_dm18.0_dv9.0_F100_s456\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-19_104015_sweep_csam10_dm18.0_dv9.0_F100_s456\\reports\\run_report.pdf'}"
csam1_dm12.0_dv16.0_F100_s123,feasible,True,1,12.0,16.0,100,123,99486.03332721,99386.033434835,100.0,1.0,m9,0.0,14255.137737688196,22.128708699999997,0.15523321561106632,0.0,22.128708699999997,20,188.798583984375,2026-06-18_225305_sweep_csam1_dm12.0_dv16.0_F100_s123,experiments\2026-06-18_225305_sweep_csam1_dm12.0_dv16.0_F100_s123,csam1_dm12.0_dv16.0_F100_s123,1,123,1.0,"{'regular': 'experiments\\2026-06-18_225305_sweep_csam1_dm12.0_dv16.0_F100_s123\\visualizations\\flows_regular.csv', 'qq': 'experiments\\2026-06-18_225305_sweep_csam1_dm12.0_dv16.0_F100_s123\\visualizations\\flows_qq.csv'}","{'markdown': 'experiments\\2026-06-18_225305_sweep_csam1_dm12.0_dv16.0_F100_s123\\reports\\run_report.md', 'pdf': 'experiments\\2026-06-18_225305_sweep_csam1_dm12.0_dv16.0_F100_s123\\reports\\run_report.pdf'}"
