from,to,t_from,t_to,l,k,flow
m4_q_l2,m4_q_l2,10,11,l1,k4,201.49464
m4_q_l2,m4_q_l2,11,12,l1,k4,200.0
m4_q_l2,m4_q_l2,9,10,l1,k4,188.60197
m4_q_l2,m4_q_l2,8,9,l1,k4,142.35396
m4_q_l2,m4_q_l2,7,8,l1,k4,130.94061
m10_q_l1,m10_q_l1,11,12,l1,k2,127.71944
m3_q_l2,m3_q_l2,8,9,l1,k3,117.35039
m1_q_l1,m1_q_l1,11,12,l1,k5,116.75773
m10_q_l1,m10_q_l1,10,11,l1,k2,106.2273
m4_q_l2,m4_q_l2,6,7,l1,k4,102.3357
m10_q_l1,m10_q_l1,9,10,l1,k2,92.869338
m1_q_l2,m1_q_l2,11,12,l1,k1,85.541365
m3_q_l2,m3_q_l2,7,8,l1,k3,83.961192
m10_q_l1,m10_q_l1,8,9,l1,k2,79.041721
m5_q_l2,m5_q_l2,8,9,l1,k5,74.943271
m5_q_l2,m5_q_l2,10,11,l1,k5,72.802741
m1_q_l1,m1_q_l1,10,11,l1,k5,72.075287
m3_q_l2,m3_q_l2,9,10,l1,k3,67.541651
m5_q_l2,m5_q_l2,11,12,l1,k5,65.017008
m3_q_l2,m3_q_l2,6,7,l1,k3,64.015273
m1_q_l1,m1_q_l1,3,4,l1,k1,63.816437
m1_q_l1,m1_q_l1,7,8,l1,k1,60.351184
m5_q_l2,m5_q_l2,9,10,l1,k5,60.089382
m10_q_l1,m10_q_l1,5,6,l1,k2,59.22618
m5_q_l2,m5_q_l2,7,8,l1,k5,58.499485
m3_q_l2,m3_q_l2,11,12,l1,k3,57.722395
m3_q_l2,m3_q_l2,4,5,l1,k3,57.371212
m4_q_l2,m4_q_l2,5,6,l1,k4,56.319726
m3_q_l2,m3_q_l2,5,6,l1,k3,55.359965
m10_q_l1,m10_q_l1,7,8,l1,k2,53.818143
m1_q_l1,m1_q_l1,10,11,l1,k2,52.115937
m3_q_l2,m3_q_l2,10,11,l1,k3,50.964617
m1_q_l1,m1_q_l1,9,10,l1,k5,49.537382
m10_q_l1,m10_q_l1,4,5,l1,k2,48.385014
m4_q_l2,m4_q_l2,3,4,l1,k4,45.695215
m10_q_l1,m10_q_l1,6,7,l1,k5,45.366276
m1_q_l2,m1_q_l2,10,11,l1,k1,43.095845
m1_q_l1,m1_q_l1,9,10,l1,k2,41.782203
m4_q_l2,m4_q_l2,4,5,l1,k4,40.841355
m1_q_l1,m1_q_l1,2,3,l1,k2,40.252328
m1_q_l1,m1_q_l1,6,7,l1,k1,40.147366
m1_q_l2,m1_q_l2,2,3,l1,k1,38.873158
m10_q_l1,m10_q_l1,9,10,l1,k3,38.687025
m10_q_l1,m10_q_l1,10,11,l1,k1,36.816962
m10_q_l1,m10_q_l1,6,7,l1,k2,36.249975
m5_q_l2,m5_q_l2,3,4,l1,k5,32.687136
m10_q_l1,m10_q_l1,11,12,l1,k4,32.280565
m1_q_l2,m1_q_l2,5,6,l1,k1,31.80285
m10_q_l1,m10_q_l1,5,6,l1,k5,31.633076
m2_q_l2,m2_q_l2,10,11,l1,k2,29.44578
m1_q_l2,m1_q_l2,4,5,l1,k1,27.607574
m1_q_l1,m1_q_l1,4,5,l1,k3,27.343204
m10_q_l1,m10_q_l1,8,9,l1,k1,27.134749
m5_q_l2,m5_q_l2,6,7,l1,k5,27.104048
m2_q_l2,m2_q_l2,8,9,l1,k2,27.034036
m1_q_l1,m1_q_l1,11,12,l1,k4,25.393216
m1_q_l1,m1_q_l1,4,5,l1,k5,24.711255
m3_q_l2,m3_q_l2,3,4,l1,k3,22.327982
m10_q_l1,m10_q_l1,3,4,l1,k2,21.302599
m1_q_l2,m1_q_l2,8,9,l1,k1,21.284243
m10_q_l1,m10_q_l1,6,7,l1,k3,19.756602
m1_q_l1,m1_q_l1,3,4,l1,k3,19.429337
m10_q_l1,m10_q_l1,9,10,l1,k1,19.114947
m1_q_l1,m1_q_l1,8,9,l1,k2,18.872803
m5_q_l2,m5_q_l2,1,2,l1,k5,18.560967
m10_q_l1,m10_q_l1,7,8,l1,k5,18.119878
m10_q_l1,m10_q_l1,2,3,l1,k1,18.067995
m1_q_l1,m1_q_l1,11,12,l1,k3,17.849059
m1_q_l1,m1_q_l1,5,6,l1,k4,17.295223
m1_q_l1,m1_q_l1,6,7,l1,k4,17.295223
m10_q_l1,m10_q_l1,3,4,l1,k5,16.765539
m10_q_l1,m10_q_l1,7,8,l1,k1,16.051836
m1_q_l1,m1_q_l1,6,7,l1,k5,14.817623
m10_q_l1,m10_q_l1,1,2,l1,k2,14.28795
m1_q_l1,m1_q_l1,1,2,l1,k3,13.636486
m2_q_l2,m2_q_l2,4,5,l1,k2,13.559636
m10_q_l1,m10_q_l1,9,10,l1,k5,13.385616
m4_q_l2,m4_q_l2,2,3,l1,k4,13.245948
m10_q_l1,m10_q_l1,1,2,l1,k4,12.475128
m10_q_l1,m10_q_l1,2,3,l1,k4,12.475128
m10_q_l1,m10_q_l1,3,4,l1,k1,12.089884
m1_q_l2,m1_q_l2,9,10,l1,k1,11.387629
m10_q_l1,m10_q_l1,10,11,l1,k4,11.225118
m1_q_l1,m1_q_l1,5,6,l1,k2,11.209336
m1_q_l1,m1_q_l1,8,9,l1,k4,10.611188
m1_q_l1,m1_q_l1,9,10,l1,k4,10.611188
m1_q_l1,m1_q_l1,3,4,l1,k5,9.9844773
m1_q_l1,m1_q_l1,2,3,l1,k3,8.172672
m4_q_l2,m4_q_l2,1,2,l1,k4,7.8472717
m1_q_l1,m1_q_l1,7,8,l1,k2,7.1974226
m1_q_l1,m1_q_l1,8,9,l1,k5,6.5075986
m1_q_l1,m1_q_l1,9,10,l1,k3,5.7911308
m5_q_l2,m5_q_l2,4,5,l1,k5,4.9637665
m2_q_l2,m2_q_l2,2,3,l1,k2,4.2053901
m1_q_l1,m1_q_l1,4,5,l1,k2,3.1200135
m10_q_l1,m10_q_l1,8,9,l1,k5,2.5947321
m1_q_l1,m1_q_l1,5,6,l1,k3,1.8452162
m10_q_l1,m10_q_l1,8,9,l1,k4,1.5083752
m10_q_l1,m10_q_l1,9,10,l1,k4,1.5083752
m10_q_l1,m10_q_l1,2,3,l1,k5,0.9460981
m2_q_l2,m2_q_l2,3,4,l1,k2,0.074075154
