metric,mean,std,min,max
objective,143687.01227799323,40027.68479574297,108154.62072401015,187052.08328316963
deployed_count,4.333333333333333,1.1547005383792517,3.0,5.0
unmet_demand_pct,0.03800300152753883,0.0658231294858149,0.0,0.11400900458261648
runtime_seconds,146.03796648979187,3.690057820968267,142.5297737121582,149.88633227348328
iterations,20.0,0.0,20.0,20.0
