from,to,t_from,t_to,l,k,flow
m1_q_l2,m1_q_l2,8,9,l1,k1,19.271777
m1_q_l2,m1_q_l2,4,5,l1,k1,18.96079
m10_q_l1,m10_q_l1,6,7,l1,k3,18.874217
m2_q_l2,m2_q_l2,8,9,l1,k2,18.795827
m10_q_l1,m10_q_l1,5,6,l1,k4,18.587136
m1_q_l1,m1_q_l1,3,4,l1,k5,18.419618
m10_q_l1,m10_q_l1,8,9,l1,k1,18.200234
m5_q_l2,m5_q_l2,1,2,l1,k5,17.874914
m1_q_l1,m1_q_l1,9,10,l1,k4,17.641054
m1_q_l1,m1_q_l1,8,9,l1,k5,17.629359
m1_q_l1,m1_q_l1,8,9,l1,k4,17.561815
m1_q_l1,m1_q_l1,6,7,l1,k5,17.45531
m1_q_l1,m1_q_l1,1,2,l1,k3,16.855727
m10_q_l1,m10_q_l1,10,11,l1,k4,16.345322
m1_q_l2,m1_q_l2,1,2,l1,k1,16.17699
m1_q_l1,m1_q_l1,5,6,l1,k2,15.239632
m10_q_l1,m10_q_l1,7,8,l1,k1,14.900575
m10_q_l1,m10_q_l1,1,2,l1,k2,14.885584
m10_q_l1,m10_q_l1,3,4,l1,k5,14.223467
m10_q_l1,m10_q_l1,1,2,l1,k4,13.802832
m1_q_l1,m1_q_l1,5,6,l1,k4,13.376749
m1_q_l1,m1_q_l1,6,7,l1,k4,13.376749
m10_q_l1,m10_q_l1,3,4,l1,k2,13.02135
m1_q_l1,m1_q_l1,9,10,l1,k3,12.740101
m10_q_l1,m10_q_l1,2,3,l1,k1,11.418613
m10_q_l1,m10_q_l1,1,2,l1,k5,11.073696
m1_q_l1,m1_q_l1,4,5,l1,k5,9.9089485
m10_q_l1,m10_q_l1,9,10,l1,k1,9.4734834
m1_q_l1,m1_q_l1,11,12,l1,k3,8.8814335
m2_q_l2,m2_q_l2,10,11,l1,k2,8.7452798
m5_q_l2,m5_q_l2,6,7,l1,k5,7.7544688
m1_q_l1,m1_q_l1,7,8,l1,k2,7.366488
m10_q_l1,m10_q_l1,8,9,l1,k5,5.6164985
m5_q_l2,m5_q_l2,4,5,l1,k5,4.6011332
m2_q_l2,m2_q_l2,3,4,l1,k2,2.4615435
m1_q_l1,m1_q_l1,4,5,l1,k2,1.3162729
