from,to,t_from,t_to,l,k,flow
m1_q_l2,m1_q_l2,2,3,l1,k1,32.280735
m1_q_l1,m1_q_l1,6,7,l1,k1,30.552934
m10_q_l1,m10_q_l1,9,10,l1,k3,28.544096
m10_q_l1,m10_q_l1,10,11,l1,k1,28.251813
m10_q_l1,m10_q_l1,2,3,l1,k4,27.94503
m1_q_l1,m1_q_l1,9,10,l1,k4,26.760703
m1_q_l2,m1_q_l2,5,6,l1,k1,26.727364
m1_q_l1,m1_q_l1,2,3,l1,k3,26.293957
m10_q_l1,m10_q_l1,7,8,l1,k5,24.731597
m5_q_l2,m5_q_l2,3,4,l1,k5,24.704021
m1_q_l1,m1_q_l1,8,9,l1,k2,22.268591
m4_q_l2,m4_q_l2,2,3,l1,k4,21.937361
m1_q_l1,m1_q_l1,4,5,l1,k5,21.934824
m10_q_l1,m10_q_l1,4,5,l1,k1,21.815689
m2_q_l2,m2_q_l2,10,11,l1,k2,20.836677
m5_q_l2,m5_q_l2,1,2,l1,k5,20.249943
m1_q_l2,m1_q_l2,8,9,l1,k1,19.514518
m1_q_l2,m1_q_l2,4,5,l1,k1,19.307194
m2_q_l2,m2_q_l2,8,9,l1,k2,19.197218
m10_q_l1,m10_q_l1,6,7,l1,k3,17.582811
m10_q_l1,m10_q_l1,5,6,l1,k4,17.391424
m10_q_l1,m10_q_l1,9,10,l1,k5,17.351096
m1_q_l1,m1_q_l1,3,4,l1,k5,17.279745
m1_q_l1,m1_q_l1,8,9,l1,k5,16.752906
m1_q_l1,m1_q_l1,8,9,l1,k4,16.707877
m1_q_l1,m1_q_l1,1,2,l1,k3,16.237152
m10_q_l1,m10_q_l1,10,11,l1,k4,15.896881
m1_q_l1,m1_q_l1,6,7,l1,k5,15.759358
m10_q_l1,m10_q_l1,1,2,l1,k4,15.539697
m10_q_l1,m10_q_l1,7,8,l1,k1,14.933717
m10_q_l1,m10_q_l1,1,2,l1,k2,14.923723
m10_q_l1,m10_q_l1,3,4,l1,k5,14.482311
m1_q_l2,m1_q_l2,1,2,l1,k1,14.446851
m1_q_l1,m1_q_l1,5,6,l1,k2,14.282239
m1_q_l1,m1_q_l1,5,6,l1,k4,13.917832
m1_q_l1,m1_q_l1,6,7,l1,k4,13.917832
m10_q_l1,m10_q_l1,3,4,l1,k2,13.6809
m10_q_l1,m10_q_l1,8,9,l1,k5,13.383965
m10_q_l1,m10_q_l1,9,10,l1,k1,12.982322
m10_q_l1,m10_q_l1,2,3,l1,k1,12.612409
m5_q_l2,m5_q_l2,6,7,l1,k5,11.836313
m1_q_l1,m1_q_l1,11,12,l1,k3,10.920956
m2_q_l2,m2_q_l2,4,5,l1,k2,9.2108486
m10_q_l1,m10_q_l1,8,9,l1,k1,9.1605231
m10_q_l1,m10_q_l1,1,2,l1,k5,9.0491309
m1_q_l1,m1_q_l1,7,8,l1,k2,9.0334767
m5_q_l2,m5_q_l2,4,5,l1,k5,6.4007555
m1_q_l1,m1_q_l1,9,10,l1,k3,5.1600676
m10_q_l1,m10_q_l1,3,4,l1,k1,3.6474071
m2_q_l2,m2_q_l2,3,4,l1,k2,3.3076957
