from,to,t,l,k,flow
m2_in,m2_q_l1,1,l2,k3,13.571034
m2_q_l1,ss,1,l2,k3,13.571034
source,m8_in,1,l1,k4,13.476787
m8_in,m4_in,1,l1,k4,13.476787
source,m4_in,1,l2,k3,13.377898
m4_in,m4_q_l2,1,l2,k3,13.377898
m4_q_l2,ss,1,l2,k3,13.377898
source,m3_in,2,l1,k5,13.192242
source,m1_in,1,l1,k4,13.085234
m1_in,m4_in,1,l1,k4,13.085234
source,m5_in,2,l1,k1,12.998605
source,m9_in,1,l2,k1,12.957847
m9_in,m9_q_l1,1,l2,k1,12.957847
m9_q_l1,ss,1,l2,k1,12.957847
source,m3_in,1,l2,k5,12.955698
m3_in,m3_q_l2,1,l2,k5,12.955698
m3_q_l2,ss,1,l2,k5,12.955698
source,m4_in,2,l2,k5,12.938129
source,m1_in,1,l1,k3,12.836433
m1_in,m3_in,1,l1,k3,12.836433
m9_in,m9_q_l1,1,l1,k4,12.72427
m9_q_l1,ss,1,l1,k4,12.72427
source,m6_in,2,l2,k4,12.619481
source,m5_in,1,l1,k4,12.613147
m5_in,m4_in,1,l1,k4,12.613147
source,m1_in,1,l2,k3,12.591175
m1_in,m1_q_l1,1,l2,k3,12.591175
m1_q_l1,ss,1,l2,k3,12.591175
source,m8_in,2,l2,k3,12.575675
source,m6_in,1,l2,k3,12.54521
m6_in,m6_q_l1,1,l2,k3,12.54521
m6_q_l1,ss,1,l2,k3,12.54521
source,m7_in,1,l2,k1,12.471107
m7_in,m7_q_l2,1,l2,k1,12.471107
m7_q_l2,ss,1,l2,k1,12.471107
source,m8_in,2,l2,k5,12.403703
source,m5_in,1,l2,k3,12.401806
m5_in,m5_q_l2,1,l2,k3,12.401806
m5_q_l2,ss,1,l2,k3,12.401806
source,m9_in,2,l2,k2,12.389961
source,m10_in,1,l2,k5,12.342259
m10_in,m10_q_l2,1,l2,k5,12.342259
m10_q_l2,ss,1,l2,k5,12.342259
source,m2_in,2,l2,k5,12.294554
source,m1_in,2,l2,k4,12.233406
source,m5_in,1,l1,k1,12.18084
m5_in,m1_in,1,l1,k1,12.18084
source,m4_in,2,l1,k3,12.126229
source,m10_in,1,l1,k3,12.114025
m10_in,m9_in,1,l1,k3,12.114025
source,m8_in,1,l1,k1,12.080076
m8_in,m1_in,1,l1,k1,12.080076
source,m7_in,1,l1,k3,11.986277
m7_in,m3_in,1,l1,k3,11.986277
source,m3_in,2,l2,k3,11.932008
source,m1_in,2,l1,k5,11.86593
source,m8_in,2,l1,k4,11.813782
source,m1_in,2,l2,k5,11.806708
source,m10_in,1,l2,k4,11.80275
m10_in,m10_q_l2,1,l2,k4,11.80275
m10_q_l2,ss,1,l2,k4,11.80275
source,m5_in,1,l2,k2,11.77934
m5_in,m5_q_l1,1,l2,k2,11.77934
m5_q_l1,ss,1,l2,k2,11.77934
source,m9_in,1,l2,k3,11.60933
m9_in,m9_q_l1,1,l2,k3,11.60933
m9_q_l1,ss,1,l2,k3,11.60933
source,m3_in,1,l2,k3,11.533905
m3_in,m3_q_l1,1,l2,k3,11.533905
m3_q_l1,ss,1,l2,k3,11.533905
source,m8_in,1,l2,k5,11.517022
m8_in,m8_q_l2,1,l2,k5,11.517022
m8_q_l2,ss,1,l2,k5,11.517022
source,m9_in,2,l1,k4,11.502434
source,m5_in,2,l2,k5,11.478468
source,m1_in,2,l2,k3,11.45701
source,m6_in,1,l1,k2,11.371465
m6_in,m2_in,1,l1,k2,11.371465
source,m7_in,2,l1,k3,11.294863
source,m7_in,2,l2,k1,11.284376
source,m5_in,1,l2,k4,11.275566
m5_in,m5_q_l1,1,l2,k4,11.275566
m5_q_l1,ss,1,l2,k4,11.275566
source,m2_in,2,l2,k3,11.271673
source,m1_in,1,l1,k5,11.256284
m1_in,m5_in,1,l1,k5,11.256284
source,m9_in,2,l1,k1,11.205784
source,m4_in,2,l1,k1,11.132572
source,m1_in,1,l2,k1,11.041136
m1_in,m1_q_l1,1,l2,k1,11.041136
m1_q_l1,ss,1,l2,k1,11.041136
source,m3_in,2,l2,k1,11.033858
source,m3_in,1,l2,k1,10.942625
m3_in,m3_q_l1,1,l2,k1,10.942625
m3_q_l1,ss,1,l2,k1,10.942625
source,m7_in,1,l2,k5,10.911282
m7_in,m7_q_l1,1,l2,k5,10.911282
m7_q_l1,ss,1,l2,k5,10.911282
source,m1_in,2,l1,k3,10.757099
source,m1_in,2,l2,k2,10.699991
source,m7_in,1,l1,k2,10.678161
m7_in,m2_in,1,l1,k2,10.678161
source,m9_in,2,l1,k5,10.628514
source,m7_in,2,l2,k4,10.624739
source,m3_in,1,l1,k1,10.569882
m3_in,m1_in,1,l1,k1,10.569882
source,m5_in,2,l1,k2,10.539428
source,m8_in,2,l1,k5,10.452106
source,m2_in,1,l2,k2,10.427231
m2_in,m2_q_l1,1,l2,k2,10.427231
m2_q_l1,ss,1,l2,k2,10.427231
source,m5_in,1,l2,k1,10.372969
m5_in,m5_q_l1,1,l2,k1,10.372969
m5_q_l1,ss,1,l2,k1,10.372969
source,m9_in,2,l2,k1,10.3616
source,m2_in,2,l1,k4,10.337853
source,m10_in,2,l1,k2,10.299957
source,m8_in,2,l2,k1,10.27115
source,m8_in,1,l2,k4,10.249213
m8_in,m8_q_l2,1,l2,k4,10.249213
m8_q_l2,ss,1,l2,k4,10.249213
source,m4_in,1,l1,k1,10.248747
m4_in,m1_in,1,l1,k1,10.248747
source,m7_in,2,l1,k5,10.223095
source,m3_in,2,l2,k5,10.172967
source,m10_in,1,l1,k4,10.168132
m10_in,m4_in,1,l1,k4,10.168132
source,m4_in,1,l2,k4,10.09788
m4_in,m4_q_l1,1,l2,k4,10.09788
m4_q_l1,ss,1,l2,k4,10.09788
source,m7_in,2,l1,k4,10.046355
source,m10_in,1,l1,k2,9.9389575
m10_in,m2_in,1,l1,k2,9.9389575
source,m5_in,1,l1,k2,9.8370248
m5_in,m2_in,1,l1,k2,9.8370248
source,m3_in,2,l1,k2,9.8027704
source,m4_in,1,l2,k2,9.7852156
m4_in,m4_q_l1,1,l2,k2,9.7852156
m4_q_l1,ss,1,l2,k2,9.7852156
source,m1_in,2,l2,k1,9.6880401
source,m8_in,1,l1,k5,9.6157859
m8_in,m5_in,1,l1,k5,9.6157859
source,m9_in,1,l2,k5,9.6084058
m9_in,m9_q_l1,1,l2,k5,9.6084058
m9_q_l1,ss,1,l2,k5,9.6084058
source,m10_in,2,l1,k4,9.5334044
source,m10_in,2,l2,k3,9.5097169
source,m9_in,1,l1,k2,9.4582258
m9_in,m9_q_l1,1,l1,k2,9.4582258
m9_q_l1,ss,1,l1,k2,9.4582258
source,m1_in,2,l1,k1,9.3567937
source,m2_in,2,l1,k5,9.3445859
source,m8_in,1,l2,k3,9.202944
m8_in,m8_q_l1,1,l2,k3,9.202944
m8_q_l1,ss,1,l2,k3,9.202944
source,m7_in,1,l1,k1,9.1920283
m7_in,m1_in,1,l1,k1,9.1920283
source,m5_in,2,l1,k4,9.0920468
source,m4_in,2,l1,k2,9.0832122
source,m10_in,2,l2,k1,8.987443
source,m7_in,2,l2,k5,8.9149502
source,m4_in,2,l2,k2,8.8530471
source,m1_in,2,l1,k2,8.8527255
source,m10_in,2,l1,k1,8.8515249
source,m4_in,2,l1,k5,8.8184415
source,m8_in,2,l1,k1,8.7104086
source,m3_in,1,l2,k4,8.6671955
m3_in,m3_q_l2,1,l2,k4,8.6671955
m3_q_l2,ss,1,l2,k4,8.6671955
source,m9_in,1,l1,k5,8.6510911
m9_in,m9_q_l1,1,l1,k5,8.6510911
m9_q_l1,ss,1,l1,k5,8.6510911
source,m2_in,1,l1,k5,8.600685
m2_in,m5_in,1,l1,k5,8.600685
source,m2_in,2,l2,k4,8.5570587
source,m10_in,1,l2,k3,8.3599561
m10_in,m10_q_l2,1,l2,k3,8.3599561
m10_q_l2,ss,1,l2,k3,8.3599561
source,m4_in,1,l1,k3,8.3180139
m4_in,m9_in,1,l1,k3,8.3180139
source,m6_in,1,l2,k2,8.2268275
m6_in,m6_q_l2,1,l2,k2,8.2268275
m6_q_l2,ss,1,l2,k2,8.2268275
source,m6_in,2,l2,k5,8.1637426
source,m6_in,2,l1,k5,7.9084538
source,m7_in,1,l2,k3,7.9009941
m7_in,m7_q_l2,1,l2,k3,7.9009941
m7_q_l2,ss,1,l2,k3,7.9009941
source,m2_in,2,l2,k2,7.8827598
source,m8_in,1,l1,k3,7.8545203
m8_in,m3_in,1,l1,k3,7.8545203
source,m9_in,1,l1,k3,7.7845231
source,m8_in,2,l1,k3,7.7732364
source,m4_in,1,l1,k4,7.7241643
source,m9_in,2,l2,k4,7.6956685
source,m7_in,2,l2,k3,7.6188823
source,m6_in,1,l2,k1,7.6112551
m6_in,m6_q_l1,1,l2,k1,7.6112551
m6_q_l1,ss,1,l2,k1,7.6112551
source,m1_in,1,l1,k1,7.4875591
source,m2_in,1,l1,k3,7.427344
m2_in,m3_in,1,l1,k3,7.427344
source,m6_in,1,l1,k5,7.3385566
m6_in,m5_in,1,l1,k5,7.3385566
source,m10_in,1,l2,k1,7.301031
m10_in,m10_q_l2,1,l2,k1,7.301031
m10_q_l2,ss,1,l2,k1,7.301031
source,m7_in,2,l2,k2,7.2541341
source,m10_in,1,l1,k5,7.2492836
m10_in,m5_in,1,l1,k5,7.2492836
source,m9_in,1,l2,k4,7.2298052
m9_in,m9_q_l1,1,l2,k4,7.2298052
m9_q_l1,ss,1,l2,k4,7.2298052
source,m4_in,2,l2,k4,7.2257254
source,m2_in,2,l1,k1,7.1359356
source,m8_in,1,l1,k2,7.1354274
m8_in,m2_in,1,l1,k2,7.1354274
source,m9_in,1,l1,k4,7.1042213
source,m8_in,2,l2,k4,7.0161453
source,m2_in,1,l2,k4,7.0021216
m2_in,m2_q_l1,1,l2,k4,7.0021216
m2_q_l1,ss,1,l2,k4,7.0021216
source,m5_in,2,l2,k3,6.9689527
source,m2_in,2,l2,k1,6.8719257
source,m1_in,1,l2,k4,6.8110506
m1_in,m1_q_l1,1,l2,k4,6.8110506
m1_q_l1,ss,1,l2,k4,6.8110506
source,m2_in,1,l1,k1,6.8091714
m2_in,m1_in,1,l1,k1,6.8091714
source,m3_in,1,l1,k5,6.7803467
m3_in,m5_in,1,l1,k5,6.7803467
source,m10_in,1,l1,k1,6.7092751
m10_in,m1_in,1,l1,k1,6.7092751
source,m6_in,1,l1,k4,6.6563906
source,m1_in,1,l1,k2,6.6306678
m1_in,m2_in,1,l1,k2,6.6306678
source,m9_in,2,l1,k2,6.6001081
source,m3_in,1,l1,k3,6.5354563
source,m1_in,1,l2,k5,6.5016932
m1_in,m1_q_l2,1,l2,k5,6.5016932
m1_q_l2,ss,1,l2,k5,6.5016932
source,m6_in,2,l1,k1,6.4896651
source,m1_in,2,l1,k4,6.4609069
source,m2_in,1,l2,k1,6.4604175
m2_in,m2_q_l2,1,l2,k1,6.4604175
m2_q_l2,ss,1,l2,k1,6.4604175
source,m4_in,2,l2,k3,6.4210886
source,m5_in,2,l2,k1,6.4114857
source,m7_in,2,l1,k1,6.3539991
source,m2_in,1,l2,k5,6.3463346
m2_in,m2_q_l2,1,l2,k5,6.3463346
m2_q_l2,ss,1,l2,k5,6.3463346
source,m3_in,2,l1,k4,6.2807294
source,m2_in,1,l1,k2,6.1815848
source,m4_in,1,l1,k2,6.1794287
m4_in,m2_in,1,l1,k2,6.1794287
source,m9_in,1,l1,k1,6.1475467
m9_in,m9_q_l1,1,l1,k1,6.1475467
m9_q_l1,ss,1,l1,k1,6.1475467
source,m10_in,2,l1,k3,6.1340585
source,m6_in,2,l1,k4,6.1253882
source,m3_in,2,l1,k3,5.9681013
source,m5_in,1,l1,k5,5.9081082
source,m9_in,1,l2,k2,5.8977683
m9_in,m9_q_l2,1,l2,k2,5.8977683
m9_q_l2,ss,1,l2,k2,5.8977683
source,m4_in,2,l1,k4,5.8858356
source,m7_in,2,l1,k2,5.8816219
source,m4_in,1,l2,k1,5.868984
m4_in,m4_q_l2,1,l2,k1,5.868984
m4_q_l2,ss,1,l2,k1,5.868984
source,m6_in,1,l2,k4,5.8452374
m6_in,m6_q_l2,1,l2,k4,5.8452374
m6_q_l2,ss,1,l2,k4,5.8452374
source,m8_in,1,l2,k1,5.7439064
m8_in,m8_q_l1,1,l2,k1,5.7439064
m8_q_l1,ss,1,l2,k1,5.7439064
source,m5_in,2,l1,k5,5.6721709
source,m10_in,2,l2,k4,5.6670974
m6_in,m9_in,1,l1,k4,5.6200483
source,m9_in,2,l2,k5,5.5267709
source,m10_in,2,l1,k5,5.5127702
source,m4_in,1,l2,k5,5.4834598
m4_in,m4_q_l1,1,l2,k5,5.4834598
m4_q_l1,ss,1,l2,k5,5.4834598
source,m3_in,1,l2,k2,5.4262963
m3_in,m3_q_l2,1,l2,k2,5.4262963
m3_q_l2,ss,1,l2,k2,5.4262963
source,m6_in,2,l1,k3,5.3926859
source,m7_in,1,l1,k4,5.3139636
m7_in,m4_in,1,l1,k4,5.3139636
source,m6_in,1,l1,k1,5.277094
m6_in,m1_in,1,l1,k1,5.277094
source,m4_in,2,l2,k1,5.2389483
source,m6_in,2,l2,k3,5.2025478
source,m3_in,2,l1,k1,5.1090705
source,m2_in,1,l1,k4,5.0818342
m2_in,m4_in,1,l1,k4,5.0818342
source,m7_in,1,l1,k5,5.0775962
m7_in,m5_in,1,l1,k5,5.0775962
source,m8_in,2,l2,k2,5.0772489
m6_in,m4_in,1,l1,k4,1.0363422
