from,to,t_from,t_to,l,k,flow
m9_q_l1,m9_q_l1,11,12,l1,k3,110.28742
m9_q_l1,m9_q_l1,10,11,l1,k3,94.841122
m9_q_l1,m9_q_l1,9,10,l1,k3,81.359032
m9_q_l1,m9_q_l1,7,8,l1,k1,70.017071
m9_q_l1,m9_q_l1,7,8,l1,k4,63.794713
m9_q_l1,m9_q_l1,10,11,l1,k2,61.472663
m9_q_l1,m9_q_l1,8,9,l1,k4,60.43246
m5_q_l2,m5_q_l2,9,10,l1,k5,56.974585
m9_q_l1,m9_q_l1,8,9,l1,k3,52.494033
m1_q_l2,m1_q_l2,11,12,l1,k1,50.934032
m9_q_l1,m9_q_l1,5,6,l1,k2,50.128333
m9_q_l1,m9_q_l1,11,12,l1,k1,49.712581
m9_q_l1,m9_q_l1,9,10,l1,k2,48.285253
m9_q_l1,m9_q_l1,3,4,l1,k5,48.277213
m5_q_l2,m5_q_l2,8,9,l1,k5,45.695795
m9_q_l1,m9_q_l1,6,7,l1,k4,45.013468
m2_q_l2,m2_q_l2,11,12,l1,k2,43.057155
m1_q_l2,m1_q_l2,10,11,l1,k1,42.21443
m9_q_l1,m9_q_l1,10,11,l1,k1,39.557772
m5_q_l2,m5_q_l2,7,8,l1,k5,38.424718
m9_q_l1,m9_q_l1,5,6,l1,k4,35.081032
m5_q_l2,m5_q_l2,6,7,l1,k5,34.604124
m9_q_l1,m9_q_l1,2,3,l1,k5,34.083389
m1_q_l2,m1_q_l2,9,10,l1,k1,33.412375
m9_q_l1,m9_q_l1,8,9,l1,k1,29.43446
m9_q_l1,m9_q_l1,9,10,l1,k1,29.43446
m9_q_l1,m9_q_l1,6,7,l1,k1,29.408385
m2_q_l2,m2_q_l2,10,11,l1,k2,28.161449
m9_q_l1,m9_q_l1,6,7,l1,k5,26.509084
m5_q_l2,m5_q_l2,11,12,l1,k5,25.750268
m9_q_l1,m9_q_l1,4,5,l1,k4,25.021842
m5_q_l2,m5_q_l2,10,11,l1,k5,24.289789
m3_q_l2,m3_q_l2,7,8,l1,k3,23.143137
m3_q_l2,m3_q_l2,11,12,l1,k3,23.127091
m9_q_l1,m9_q_l1,4,5,l1,k3,23.090237
m9_q_l1,m9_q_l1,8,9,l1,k2,20.136633
m9_q_l1,m9_q_l1,1,2,l1,k4,19.325999
m5_q_l2,m5_q_l2,5,6,l1,k5,18.870249
m3_q_l2,m3_q_l2,2,3,l1,k3,18.826371
m4_q_l2,m4_q_l2,6,7,l1,k4,18.073848
m9_q_l1,m9_q_l1,2,3,l1,k1,18.064766
m3_q_l2,m3_q_l2,6,7,l1,k3,17.912017
m9_q_l1,m9_q_l1,4,5,l1,k2,16.279435
m1_q_l2,m1_q_l2,6,7,l1,k1,13.372919
m9_q_l1,m9_q_l1,7,8,l1,k3,12.873851
m1_q_l2,m1_q_l2,1,2,l1,k1,12.659986
m9_q_l1,m9_q_l1,7,8,l1,k2,12.647303
m9_q_l1,m9_q_l1,3,4,l1,k3,11.831769
m9_q_l1,m9_q_l1,8,9,l1,k5,10.550441
m9_q_l1,m9_q_l1,9,10,l1,k5,10.550441
m3_q_l2,m3_q_l2,5,6,l1,k3,9.6110489
m3_q_l2,m3_q_l2,8,9,l1,k3,9.0447415
m4_q_l2,m4_q_l2,1,2,l1,k4,8.2202631
m9_q_l1,m9_q_l1,3,4,l1,k4,7.8874519
m5_q_l2,m5_q_l2,3,4,l1,k5,7.7735581
m4_q_l2,m4_q_l2,11,12,l1,k4,6.5939531
m1_q_l2,m1_q_l2,5,6,l1,k1,6.0035154
m1_q_l2,m1_q_l2,8,9,l1,k1,4.9311907
m3_q_l2,m3_q_l2,10,11,l1,k3,4.0731689
m4_q_l2,m4_q_l2,10,11,l1,k4,3.447814
m9_q_l1,m9_q_l1,4,5,l1,k1,2.7850803
m4_q_l2,m4_q_l2,4,5,l1,k4,2.3202074
m2_q_l2,m2_q_l2,5,6,l1,k2,0.96028785
m9_q_l1,m9_q_l1,6,7,l1,k3,0.94691478
m4_q_l2,m4_q_l2,7,8,l1,k4,0.75402243
m2_q_l2,m2_q_l2,2,3,l1,k2,0.66472903
m3_q_l2,m3_q_l2,3,4,l1,k3,0.19801629
