from,to,t_from,t_to,l,k,flow
m9_q_l1,m9_q_l1,11,12,l1,k3,107.60912
m9_q_l1,m9_q_l1,10,11,l1,k3,93.311584
m9_q_l1,m9_q_l1,9,10,l1,k3,74.941411
m9_q_l1,m9_q_l1,10,11,l1,k2,64.981775
m9_q_l1,m9_q_l1,7,8,l1,k4,63.193569
m9_q_l1,m9_q_l1,7,8,l1,k1,60.642657
m9_q_l1,m9_q_l1,8,9,l1,k4,60.288306
m9_q_l1,m9_q_l1,6,7,l1,k4,54.82617
m9_q_l1,m9_q_l1,9,10,l1,k2,52.190168
m9_q_l1,m9_q_l1,11,12,l1,k1,49.831076
m9_q_l1,m9_q_l1,8,9,l1,k3,47.400161
m9_q_l1,m9_q_l1,5,6,l1,k2,47.392414
m9_q_l1,m9_q_l1,5,6,l1,k4,44.204545
m9_q_l1,m9_q_l1,3,4,l1,k5,44.184808
m5_q_l2,m5_q_l2,9,10,l1,k5,43.985963
m1_q_l2,m1_q_l2,11,12,l1,k1,42.668561
m9_q_l1,m9_q_l1,10,11,l1,k1,36.287679
m1_q_l2,m1_q_l2,10,11,l1,k1,34.188826
m2_q_l2,m2_q_l2,11,12,l1,k2,34.038103
m9_q_l1,m9_q_l1,4,5,l1,k4,32.378557
m5_q_l2,m5_q_l2,8,9,l1,k5,29.800103
m9_q_l1,m9_q_l1,2,3,l1,k5,29.388926
m9_q_l1,m9_q_l1,6,7,l1,k5,28.185959
m9_q_l1,m9_q_l1,8,9,l1,k2,26.757755
m1_q_l2,m1_q_l2,9,10,l1,k1,25.654123
m9_q_l1,m9_q_l1,8,9,l1,k1,25.538804
m9_q_l1,m9_q_l1,9,10,l1,k1,25.538804
m5_q_l2,m5_q_l2,7,8,l1,k5,22.286052
m9_q_l1,m9_q_l1,6,7,l1,k1,21.5702
m2_q_l2,m2_q_l2,10,11,l1,k2,21.440966
m9_q_l1,m9_q_l1,3,4,l1,k4,19.944825
m3_q_l2,m3_q_l2,7,8,l1,k3,19.428758
m9_q_l1,m9_q_l1,1,2,l1,k4,19.069053
m9_q_l1,m9_q_l1,4,5,l1,k2,17.519624
m5_q_l2,m5_q_l2,6,7,l1,k5,17.072322
m9_q_l1,m9_q_l1,2,3,l1,k1,16.48633
m3_q_l2,m3_q_l2,11,12,l1,k3,15.369282
m3_q_l2,m3_q_l2,2,3,l1,k3,15.217581
m9_q_l1,m9_q_l1,7,8,l1,k2,15.098202
m4_q_l2,m4_q_l2,6,7,l1,k4,14.715899
m1_q_l2,m1_q_l2,6,7,l1,k1,14.248612
m9_q_l1,m9_q_l1,4,5,l1,k3,14.040301
m5_q_l2,m5_q_l2,11,12,l1,k5,13.836418
m4_q_l2,m4_q_l2,11,12,l1,k4,13.729302
m3_q_l2,m3_q_l2,6,7,l1,k3,13.274678
m9_q_l1,m9_q_l1,7,8,l1,k3,11.951291
m9_q_l1,m9_q_l1,8,9,l1,k5,11.033627
m9_q_l1,m9_q_l1,9,10,l1,k5,11.033627
m5_q_l2,m5_q_l2,5,6,l1,k5,10.429642
m1_q_l2,m1_q_l2,1,2,l1,k1,10.254937
m5_q_l2,m5_q_l2,10,11,l1,k5,10.196099
m9_q_l1,m9_q_l1,4,5,l1,k1,9.0593865
m3_q_l2,m3_q_l2,8,9,l1,k3,7.6610782
m1_q_l2,m1_q_l2,5,6,l1,k1,6.6690103
m5_q_l2,m5_q_l2,3,4,l1,k5,6.5157054
m3_q_l2,m3_q_l2,5,6,l1,k3,5.0740326
m4_q_l2,m4_q_l2,10,11,l1,k4,4.9652094
m4_q_l2,m4_q_l2,1,2,l1,k4,4.1468421
m9_q_l1,m9_q_l1,11,12,l1,k5,2.5598083
m4_q_l2,m4_q_l2,7,8,l1,k4,1.836015
