from,to,t_from,t_to,l,k,flow
m10_q_l1,m10_q_l1,11,12,l1,k1,28.265421
m2_q_l2,m2_q_l2,10,11,l1,k2,26.728868
m1_q_l1,m1_q_l1,11,12,l1,k5,26.286023
m10_q_l1,m10_q_l1,8,9,l1,k1,15.70791
m10_q_l1,m10_q_l1,11,12,l1,k4,14.064427
m10_q_l1,m10_q_l1,5,6,l1,k2,12.882878
m10_q_l1,m10_q_l1,10,11,l1,k3,12.049751
m3_q_l2,m3_q_l2,4,5,l1,k3,11.381367
m1_q_l2,m1_q_l2,1,2,l1,k1,10.892993
m10_q_l1,m10_q_l1,10,11,l1,k2,10.708984
m2_q_l1,m2_q_l1,5,6,l1,k5,9.2687414
m10_q_l1,m10_q_l1,6,7,l1,k3,4.9155702
m3_q_l2,m3_q_l2,8,9,l1,k3,0.88725241
m2_q_l1,m2_q_l1,11,12,l1,k5,0.64937862
m2_q_l1,m2_q_l1,10,11,l1,k4,0.56484201
m1_q_l1,m1_q_l1,10,11,l1,k2,0.52330168
