from,to,t_from,t_to,l,k,flow
m9_q_l1,m9_q_l1,11,12,l1,k1,50.656505
m9_q_l1,m9_q_l1,11,12,l1,k3,30.287407
m9_q_l1,m9_q_l1,10,11,l1,k1,30.102851
m9_q_l1,m9_q_l1,4,5,l1,k3,26.397303
m5_q_l2,m5_q_l2,8,9,l1,k5,23.196877
m1_q_l2,m1_q_l2,1,2,l1,k1,22.291961
m9_q_l1,m9_q_l1,11,12,l1,k4,21.037064
m9_q_l1,m9_q_l1,6,7,l1,k4,18.597981
m2_q_l2,m2_q_l2,10,11,l1,k2,16.788681
m5_q_l2,m5_q_l2,5,6,l1,k5,13.781511
m5_q_l2,m5_q_l2,9,10,l1,k5,12.706403
m1_q_l2,m1_q_l2,5,6,l1,k1,12.128464
m9_q_l1,m9_q_l1,5,6,l1,k4,11.945816
m9_q_l1,m9_q_l1,10,11,l1,k2,11.591783
m3_q_l2,m3_q_l2,7,8,l1,k3,11.427381
m4_q_l2,m4_q_l2,6,7,l1,k4,10.914912
m9_q_l1,m9_q_l1,10,11,l1,k3,10.702484
m5_q_l2,m5_q_l2,6,7,l1,k5,9.265089
m9_q_l1,m9_q_l1,8,9,l1,k4,7.7078425
m5_q_l2,m5_q_l2,3,4,l1,k5,7.1004698
m4_q_l2,m4_q_l2,5,6,l1,k4,7.0212809
m3_q_l2,m3_q_l2,10,11,l1,k3,6.9614963
m9_q_l1,m9_q_l1,8,9,l1,k2,6.7774661
m9_q_l1,m9_q_l1,5,6,l1,k2,4.3750181
m1_q_l2,m1_q_l2,2,3,l1,k1,3.1845463
m2_q_l2,m2_q_l2,6,7,l1,k2,2.9364415
m1_q_l2,m1_q_l2,9,10,l1,k1,2.8651459
m9_q_l1,m9_q_l1,11,12,l1,k5,2.2298909
m1_q_l2,m1_q_l2,4,5,l1,k1,1.9294937
m4_q_l2,m4_q_l2,11,12,l1,k4,0.62593247
m2_q_l2,m2_q_l2,8,9,l1,k2,0.34035794
m1_q_l2,m1_q_l2,6,7,l1,k1,0.30161598
m9_q_l1,m9_q_l1,4,5,l1,k2,0.15503944
