from,to,t,l,k,flow
m5_in,m5_q_l2,8,l1,k5,112.28492
m5_in,m5_q_l2,1,l1,k5,110.4926
m5_in,m5_q_l2,3,l1,k5,109.69912
m3_in,m3_q_l2,7,l1,k3,109.56019
m5_in,m5_q_l2,2,l1,k5,106.45428
m5_in,m5_q_l2,5,l1,k5,106.43164
m1_in,m1_q_l2,1,l1,k1,104.50578
m1_in,m1_q_l2,5,l1,k1,103.19591
m3_in,m3_q_l2,5,l1,k3,102.9441
m2_in,m2_q_l2,10,l1,k2,102.21704
m3_in,m3_q_l2,1,l1,k3,100.62343
m1_in,m1_q_l2,8,l1,k1,100.56681
m1_in,m1_q_l2,4,l1,k1,100.13499
m2_in,m2_q_l2,6,l1,k2,100.11899
m1_q_l2,ss,1,l1,k1,100.0
m3_q_l2,ss,1,l1,k3,100.0
m5_q_l2,ss,1,l1,k5,100.0
m5_q_l2,ss,2,l1,k5,100.0
m3_in,m3_q_l2,3,l1,k3,100.0
m3_q_l2,ss,3,l1,k3,100.0
m5_q_l2,ss,3,l1,k5,100.0
m1_q_l2,ss,4,l1,k1,100.0
m3_in,m3_q_l2,4,l1,k3,100.0
m3_q_l2,ss,4,l1,k3,100.0
m5_q_l2,ss,4,l1,k5,100.0
m1_q_l2,ss,5,l1,k1,100.0
m3_q_l2,ss,5,l1,k3,100.0
m5_q_l2,ss,5,l1,k5,100.0
m1_q_l2,ss,6,l1,k1,100.0
m2_q_l2,ss,6,l1,k2,100.0
m3_q_l2,ss,6,l1,k3,100.0
m5_q_l2,ss,6,l1,k5,100.0
m3_q_l2,ss,7,l1,k3,100.0
m5_q_l2,ss,7,l1,k5,100.0
m1_q_l2,ss,8,l1,k1,100.0
m3_q_l2,ss,8,l1,k3,100.0
m5_q_l2,ss,8,l1,k5,100.0
m1_q_l2,ss,9,l1,k1,100.0
m3_q_l2,ss,9,l1,k3,100.0
m5_q_l2,ss,9,l1,k5,100.0
m1_in,m1_q_l2,10,l1,k1,100.0
m1_q_l2,ss,10,l1,k1,100.0
m2_q_l2,ss,10,l1,k2,100.0
m3_q_l2,ss,10,l1,k3,100.0
m4_in,m4_q_l2,10,l1,k4,100.0
m4_q_l2,ss,10,l1,k4,100.0
m5_in,m5_q_l2,10,l1,k5,100.0
m5_q_l2,ss,10,l1,k5,100.0
m1_in,m1_q_l2,11,l1,k1,100.0
m1_q_l2,ss,11,l1,k1,100.0
m2_q_l2,ss,11,l1,k2,100.0
m3_q_l2,ss,11,l1,k3,100.0
m4_in,m4_q_l2,11,l1,k4,100.0
m4_q_l2,ss,11,l1,k4,100.0
m5_in,m5_q_l2,11,l1,k5,100.0
m5_q_l2,ss,11,l1,k5,100.0
m4_in,m4_q_l2,2,l1,k4,99.727594
m4_q_l2,ss,2,l1,k4,99.727594
m3_in,m3_q_l2,9,l1,k3,99.466308
m1_in,m1_q_l2,9,l1,k1,99.43319
m2_in,m2_q_l2,1,l1,k2,99.321126
m2_q_l2,ss,1,l1,k2,99.321126
m4_in,m4_q_l2,5,l1,k4,99.225323
m4_q_l2,ss,5,l1,k4,99.225323
m1_in,m1_q_l2,6,l1,k1,99.059584
m5_in,m5_q_l2,4,l1,k5,98.912011
m3_in,m3_q_l2,10,l1,k3,98.247985
m3_in,m3_q_l2,6,l1,k3,98.043472
m1_q_l2,ss,7,l1,k1,98.003638
m2_in,m2_q_l2,11,l1,k2,97.782962
m4_in,m4_q_l2,4,l1,k4,97.274954
m4_q_l2,ss,4,l1,k4,97.274954
m3_in,m3_q_l2,8,l1,k3,97.27038
m4_in,m4_q_l2,9,l1,k4,96.802443
m4_q_l2,ss,9,l1,k4,96.802443
m2_in,m2_q_l2,3,l1,k2,96.151305
m2_q_l2,ss,3,l1,k2,96.151305
m1_in,m1_q_l2,7,l1,k1,95.61316
m3_q_l2,ss,2,l1,k3,94.664076
m3_in,m3_q_l2,11,l1,k3,94.46757
m2_in,m2_q_l2,8,l1,k2,94.220158
m2_q_l2,ss,8,l1,k2,94.220158
m3_in,m3_q_l2,2,l1,k3,94.040646
m2_q_l2,ss,7,l1,k2,93.19459
m2_in,m2_q_l2,7,l1,k2,93.0756
m2_in,m2_q_l2,2,l1,k2,93.026304
m2_q_l2,ss,2,l1,k2,93.026304
m4_in,m4_q_l2,6,l1,k4,92.909348
m4_q_l2,ss,6,l1,k4,92.909348
m4_in,m4_q_l2,3,l1,k4,92.871382
m4_q_l2,ss,3,l1,k4,92.871382
m4_in,m4_q_l2,8,l1,k4,90.780882
m4_q_l2,ss,8,l1,k4,90.780882
m5_in,m5_q_l2,6,l1,k5,89.44157
m2_in,m2_q_l2,5,l1,k2,88.164984
m2_q_l2,ss,5,l1,k2,88.164984
m5_in,m5_q_l2,9,l1,k5,87.715081
m4_in,m4_q_l2,1,l1,k4,85.715523
m4_q_l2,ss,1,l1,k4,85.715523
m4_in,m4_q_l2,7,l1,k4,85.240773
m4_q_l2,ss,7,l1,k4,85.240773
m2_in,m2_q_l2,4,l1,k2,85.11628
m2_q_l2,ss,4,l1,k2,85.11628
m2_in,m2_q_l2,9,l1,k2,84.744732
m2_q_l2,ss,9,l1,k2,84.744732
m1_in,m1_q_l2,3,l1,k1,82.61159
m1_q_l2,ss,3,l1,k1,82.61159
m5_in,m5_q_l2,7,l1,k5,78.568784
m1_q_l2,ss,2,l1,k1,75.175214
m1_in,m1_q_l2,2,l1,k1,70.669439
m5_in,m5_q_l2,1,l2,k1,29.76306
m5_q_l2,ss,1,l2,k1,29.76306
m4_in,m4_q_l2,7,l2,k5,29.570395
m4_q_l2,ss,7,l2,k5,29.570395
m1_in,m1_q_l2,2,l2,k5,28.921245
m1_q_l2,ss,2,l2,k5,28.921245
m1_in,m1_q_l2,10,l2,k3,28.289409
m1_q_l2,ss,10,l2,k3,28.289409
m9_in,m9_q_l2,3,l2,k5,26.877223
m9_q_l2,ss,3,l2,k5,26.877223
m1_in,m1_q_l2,9,l2,k2,26.149734
m1_q_l2,ss,9,l2,k2,26.149734
m10_in,m10_q_l2,6,l2,k4,26.104074
m10_q_l2,ss,6,l2,k4,26.104074
m2_in,m2_q_l2,8,l2,k4,24.624301
m2_q_l2,ss,8,l2,k4,24.624301
m2_in,m2_q_l2,5,l2,k4,24.510386
m2_q_l2,ss,5,l2,k4,24.510386
m4_in,m4_q_l2,10,l2,k1,24.463164
m4_q_l2,ss,10,l2,k1,24.463164
m4_in,m4_q_l2,9,l2,k3,24.306006
m4_q_l2,ss,9,l2,k3,24.306006
m9_in,m9_q_l2,2,l2,k2,24.269072
m9_q_l2,ss,2,l2,k2,24.269072
m1_in,m1_q_l2,4,l2,k2,23.952855
m1_q_l2,ss,4,l2,k2,23.952855
m7_in,m7_q_l2,4,l2,k5,23.464217
m7_q_l2,ss,4,l2,k5,23.464217
m1_in,m1_q_l2,7,l2,k3,23.116913
m1_q_l2,ss,7,l2,k3,23.116913
m5_in,m5_q_l2,5,l2,k2,22.514773
m5_q_l2,ss,5,l2,k2,22.514773
m9_in,m9_q_l2,11,l2,k1,22.433998
m9_q_l2,ss,11,l2,k1,22.433998
m10_in,m10_q_l2,7,l2,k4,22.394699
m10_q_l2,ss,7,l2,k4,22.394699
m8_in,m8_q_l2,8,l2,k1,22.260041
m8_q_l2,ss,8,l2,k1,22.260041
m3_in,m3_q_l2,6,l2,k1,22.007771
m3_q_l2,ss,6,l2,k1,22.007771
m2_in,m2_q_l2,8,l2,k5,21.987729
m2_q_l2,ss,8,l2,k5,21.987729
m9_in,m9_q_l2,5,l2,k1,21.728407
m9_q_l2,ss,5,l2,k1,21.728407
m6_in,m6_q_l2,3,l2,k2,21.351067
m6_q_l2,ss,3,l2,k2,21.351067
m5_in,m5_q_l2,10,l2,k2,21.303348
