from,to,t_from,t_to,l,k,flow
m5_q_l2,m5_q_l2,5,6,l1,k5,31.989646
m5_q_l2,m5_q_l2,3,4,l1,k5,26.645995
m5_q_l2,m5_q_l2,4,5,l1,k5,25.558005
m5_q_l2,m5_q_l2,6,7,l1,k5,21.431216
m5_q_l2,m5_q_l2,2,3,l1,k5,16.946877
m5_q_l2,m5_q_l2,8,9,l1,k5,12.284919
m3_q_l2,m3_q_l2,7,8,l1,k3,10.547757
m5_q_l2,m5_q_l2,1,2,l1,k5,10.492598
m3_q_l2,m3_q_l2,8,9,l1,k3,7.818137
m3_q_l2,m3_q_l2,9,10,l1,k3,7.2844451
m3_q_l2,m3_q_l2,10,11,l1,k3,5.53243
m1_q_l2,m1_q_l2,1,2,l1,k1,4.5057756
m1_q_l2,m1_q_l2,5,6,l1,k1,3.3308939
m3_q_l2,m3_q_l2,5,6,l1,k3,2.9440978
m1_q_l2,m1_q_l2,6,7,l1,k1,2.3904779
m2_q_l2,m2_q_l2,10,11,l1,k2,2.2170384
m3_q_l2,m3_q_l2,6,7,l1,k3,0.98756953
m3_q_l2,m3_q_l2,1,2,l1,k3,0.62342963
m1_q_l2,m1_q_l2,8,9,l1,k1,0.56680976
m1_q_l2,m1_q_l2,4,5,l1,k1,0.13498677
m2_q_l2,m2_q_l2,6,7,l1,k2,0.11898912
