from,to,t_from,t_to,l,k,flow
m5_q_l2,m5_q_l2,10,11,l1,k5,48.832115
m10_q_l1,m10_q_l1,4,5,l1,k2,46.797379
m10_q_l1,m10_q_l1,5,6,l1,k5,46.424013
m5_q_l2,m5_q_l2,8,9,l1,k5,45.656755
m1_q_l1,m1_q_l1,11,12,l1,k4,44.060997
m10_q_l1,m10_q_l1,11,12,l1,k4,43.177926
m4_q_l2,m4_q_l2,3,4,l1,k4,40.433355
m1_q_l1,m1_q_l1,2,3,l1,k2,35.645027
m3_q_l2,m3_q_l2,3,4,l1,k3,35.518813
m1_q_l1,m1_q_l1,4,5,l1,k3,33.741556
m1_q_l2,m1_q_l2,9,10,l1,k1,33.598362
m1_q_l1,m1_q_l1,3,4,l1,k3,33.442634
m1_q_l1,m1_q_l1,6,7,l1,k1,31.105869
m5_q_l2,m5_q_l2,9,10,l1,k5,29.307613
m1_q_l2,m1_q_l2,5,6,l1,k1,28.454729
m4_q_l2,m4_q_l2,2,3,l1,k4,27.233838
m10_q_l1,m10_q_l1,9,10,l1,k3,27.088191
m5_q_l2,m5_q_l2,3,4,l1,k5,26.361043
m10_q_l1,m10_q_l1,9,10,l1,k5,24.571464
m10_q_l1,m10_q_l1,7,8,l1,k5,24.463193
m10_q_l1,m10_q_l1,8,9,l1,k1,22.86135
m1_q_l1,m1_q_l1,3,4,l1,k5,22.60649
m1_q_l1,m1_q_l1,9,10,l1,k2,22.497114
m1_q_l1,m1_q_l1,2,3,l1,k3,22.328575
m10_q_l1,m10_q_l1,10,11,l1,k1,21.503627
m10_q_l1,m10_q_l1,6,7,l1,k3,20.165622
m1_q_l1,m1_q_l1,6,7,l1,k5,19.986995
m10_q_l1,m10_q_l1,5,6,l1,k4,19.782849
m1_q_l2,m1_q_l2,8,9,l1,k1,19.029036
m1_q_l2,m1_q_l2,4,5,l1,k1,18.614387
m1_q_l1,m1_q_l1,8,9,l1,k5,18.505812
m1_q_l1,m1_q_l1,8,9,l1,k4,18.415753
m1_q_l1,m1_q_l1,9,10,l1,k4,18.415753
m2_q_l2,m2_q_l2,8,9,l1,k2,18.394436
m1_q_l2,m1_q_l2,2,3,l1,k1,18.263218
m5_q_l2,m5_q_l2,1,2,l1,k5,17.905695
m1_q_l1,m1_q_l1,3,4,l1,k1,17.730635
m1_q_l2,m1_q_l2,1,2,l1,k1,17.595451
m1_q_l1,m1_q_l1,1,2,l1,k3,17.474303
m10_q_l1,m10_q_l1,10,11,l1,k4,16.793762
m10_q_l1,m10_q_l1,2,3,l1,k4,16.423386
m1_q_l1,m1_q_l1,4,5,l1,k5,14.97396
m10_q_l1,m10_q_l1,7,8,l1,k1,14.867433
m10_q_l1,m10_q_l1,1,2,l1,k2,14.847446
m10_q_l1,m10_q_l1,3,4,l1,k5,13.964623
m1_q_l1,m1_q_l1,5,6,l1,k2,13.564479
m10_q_l1,m10_q_l1,1,2,l1,k5,13.098262
m1_q_l1,m1_q_l1,5,6,l1,k4,12.835665
m1_q_l1,m1_q_l1,6,7,l1,k4,12.835665
m10_q_l1,m10_q_l1,3,4,l1,k2,12.3618
m1_q_l1,m1_q_l1,8,9,l1,k2,11.470229
m5_q_l2,m5_q_l2,7,8,l1,k5,11.187759
m10_q_l1,m10_q_l1,8,9,l1,k5,10.323847
m10_q_l1,m10_q_l1,2,3,l1,k1,10.224818
m2_q_l2,m2_q_l2,10,11,l1,k2,9.9937064
m10_q_l1,m10_q_l1,1,2,l1,k4,9.9718359
m10_q_l1,m10_q_l1,4,5,l1,k1,8.9339992
m1_q_l1,m1_q_l1,11,12,l1,k3,6.8419113
m10_q_l1,m10_q_l1,9,10,l1,k1,5.9646445
m2_q_l2,m2_q_l2,3,4,l1,k2,4.2805391
m5_q_l2,m5_q_l2,6,7,l1,k5,3.6726251
m1_q_l1,m1_q_l1,5,6,l1,k3,3.4682786
m5_q_l2,m5_q_l2,4,5,l1,k5,2.8015109
m1_q_l1,m1_q_l1,2,3,l1,k4,2.6651478
